Gene ID	Gene name	Cohort	Count
ENSG00000138175	ARL3	TCGA-SKCM	3
ENSG00000138136	LBX1	TCGA-BRCA	3
ENSG00000138134	STAMBPL1	TCGA-CESC	3
ENSG00000138074	SLC5A6	TCGA-PRAD	3
ENSG00000137960	GIPC2	TCGA-GBM	3
ENSG00000137841	PLCB2	TCGA-STAD	3
ENSG00000137809	ITGA11	TCGA-OV	3
ENSG00000137673	MMP7	TCGA-OV	3
ENSG00000137573	SULF1	TCGA-BRCA	3
ENSG00000137571	SLCO5A1	TCGA-KICH	3
ENSG00000137561	TTPA	TCGA-KIRC	3
ENSG00000137509	PRCP	TCGA-LUAD	3
ENSG00000137462	TLR2	TCGA-LUAD	3
ENSG00000137285	TUBB2B	TCGA-LIHC	3
ENSG00000137135	ARHGEF39	TCGA-THCA	3
ENSG00000137135	ARHGEF39	TCGA-BRCA	3
ENSG00000137078	SIT1	TCGA-BLCA	3
ENSG00000136698	CFC1	TCGA-BRCA	3
ENSG00000136695	IL36RN	TCGA-PCPG	3
ENSG00000136634	IL10	TCGA-GBM	3
ENSG00000136603	SKIL	TCGA-KIRC	3
ENSG00000136457	CHAD	TCGA-KIRC	3
ENSG00000136444	RSAD1	TCGA-STAD	3
ENSG00000136444	RSAD1	TCGA-GBM	3
ENSG00000136160	EDNRB	TCGA-STAD	3
ENSG00000136147	PHF11	TCGA-BRCA	3
ENSG00000135917	SLC19A3	TCGA-UCEC	3
ENSG00000135899	SP110	TCGA-LIHC	3
ENSG00000135838	NPL	TCGA-CESC	3
ENSG00000135828	RNASEL	TCGA-LAML	3
ENSG00000135709	KIAA0513	TCGA-KIRC	3
ENSG00000135521	LTV1	TCGA-SKCM	3
ENSG00000135480	KRT7	TCGA-GBM	3
ENSG00000135476	ESPL1	TCGA-GBM	3
ENSG00000135472	FAIM2	TCGA-COAD	3
ENSG00000135414	GDF11	TCGA-LGG	3
ENSG00000135049	AGTPBP1	TCGA-PRAD	3
ENSG00000134809	TIMM10	TCGA-ACC	3
ENSG00000134709	HOOK1	TCGA-LGG	3
ENSG00000134627	PIWIL4	TCGA-THCA	3
ENSG00000134539	KLRD1	TCGA-ESCA	3
ENSG00000134538	SLCO1B1	TCGA-BRCA	3
ENSG00000134376	CRB1	TCGA-LGG	3
ENSG00000134369	NAV1	TCGA-CESC	3
ENSG00000134250	NOTCH2	TCGA-DLBC	3
ENSG00000133863	TEX15	TCGA-STAD	3
ENSG00000133816	MICAL2	TCGA-LAML	3
ENSG00000133800	LYVE1	TCGA-UCEC	3
ENSG00000133704	IPO8	TCGA-OV	3
ENSG00000133063	CHIT1	TCGA-SKCM	3
ENSG00000132792	CTNNBL1	TCGA-SKCM	3
ENSG00000132768	DPH2	TCGA-GBM	3
ENSG00000132744	ACY3	TCGA-KICH	3
ENSG00000132716	DCAF8	TCGA-OV	3
ENSG00000132603	NIP7	TCGA-LIHC	3
ENSG00000132382	MYBBP1A	TCGA-COAD	3
ENSG00000132329	RAMP1	TCGA-LUAD	3
ENSG00000132254	ARFIP2	TCGA-UCEC	3
ENSG00000131864	USP29	TCGA-KIRC	3
ENSG00000131831	RAI2	TCGA-UCEC	3
ENSG00000131808	FSHB	TCGA-COAD	3
ENSG00000131634	TMEM204	TCGA-THCA	3
ENSG00000131477	RAMP2	TCGA-TGCT	3
ENSG00000131471	AOC3	TCGA-BLCA	3
ENSG00000131467	PSME3	TCGA-BRCA	3
ENSG00000131143	COX4I1	TCGA-LAML	3
ENSG00000131115	ZNF227	TCGA-OV	3
ENSG00000131016	AKAP12	TCGA-LIHC	3
ENSG00000130921	C12orf65	TCGA-HNSC	3
ENSG00000130741	EIF2S3	TCGA-BRCA	3
ENSG00000130560	UBAC1	TCGA-THCA	3
ENSG00000130363	RSPH3	TCGA-KIRC	3
ENSG00000130340	SNX9	TCGA-BRCA	3
ENSG00000130227	XPO7	TCGA-LUAD	3
ENSG00000130226	DPP6	TCGA-UCEC	3
ENSG00000130167	TSPAN16	TCGA-DLBC	3
ENSG00000130024	PHF10	TCGA-OV	3
ENSG00000129968	ABHD17A	TCGA-KIRC	3
ENSG00000129673	AANAT	TCGA-CESC	3
ENSG00000129455	KLK8	TCGA-COAD	3
ENSG00000129317	PUS7L	TCGA-PRAD	3
ENSG00000129197	RPAIN	TCGA-SKCM	3
ENSG00000129028	THAP10	TCGA-BRCA	3
ENSG00000128534	NAA38	TCGA-BRCA	3
ENSG00000128309	MPST	TCGA-PAAD	3
ENSG00000127951	FGL2	TCGA-KICH	3
ENSG00000127616	SMARCA4	TCGA-ESCA	3
ENSG00000127603	MACF1	TCGA-BRCA	3
ENSG00000127415	IDUA	TCGA-GBM	3
ENSG00000127191	TRAF2	TCGA-KIRC	3
ENSG00000126756	UXT	TCGA-UCEC	3
ENSG00000126500	FLRT1	TCGA-KIRP	3
ENSG00000126467	TSKS	TCGA-KICH	3
ENSG00000126461	SCAF1	TCGA-GBM	3
ENSG00000126458	RRAS	TCGA-KIRC	3
ENSG00000126264	HCST	TCGA-UCEC	3
ENSG00000126233	SLURP1	TCGA-CESC	3
ENSG00000125966	MMP24	TCGA-CESC	3
ENSG00000125844	RRBP1	TCGA-LGG	3
ENSG00000125753	VASP	TCGA-READ	3
ENSG00000125735	TNFSF14	TCGA-BRCA	3
ENSG00000125686	MED1	TCGA-COAD	3
ENSG00000125629	INSIG2	TCGA-LGG	3
ENSG00000125409	TEKT3	TCGA-COAD	3
ENSG00000125207	PIWIL1	TCGA-BRCA	3
ENSG00000125084	WNT1	TCGA-KIRC	3
ENSG00000124641	MED20	TCGA-BLCA	3
ENSG00000124614	RPS10	TCGA-LUAD	3
ENSG00000124535	WRNIP1	TCGA-UCEC	3
ENSG00000124493	GRM4	TCGA-BLCA	3
ENSG00000124440	HIF3A	TCGA-OV	3
ENSG00000124422	USP22	TCGA-LAML	3
ENSG00000124422	USP22	TCGA-KIRC	3
ENSG00000124374	PAIP2B	TCGA-COAD	3
ENSG00000124201	ZNFX1	TCGA-BRCA	3
ENSG00000124194	GDAP1L1	TCGA-BRCA	3
ENSG00000124191	TOX2	TCGA-OV	3
ENSG00000124159	MATN4	TCGA-KIRC	3
ENSG00000124140	SLC12A5	TCGA-LUSC	3
ENSG00000123810	B9D2	TCGA-KIRC	3
ENSG00000123689	G0S2	TCGA-GBM	3
ENSG00000123607	TTC21B	TCGA-READ	3
ENSG00000123411	IKZF4	TCGA-ESCA	3
ENSG00000123360	PDE1B	TCGA-KICH	3
ENSG00000123297	TSFM	TCGA-SKCM	3
ENSG00000123095	BHLHE41	TCGA-BRCA	3
ENSG00000122861	PLAU	TCGA-THCA	3
ENSG00000122585	NPY	TCGA-LAML	3
ENSG00000122557	HERPUD2	TCGA-BRCA	3
ENSG00000122482	ZNF644	TCGA-COAD	3
ENSG00000122481	RWDD3	TCGA-BRCA	3
ENSG00000122378	FAM213A	TCGA-KIRC	3
ENSG00000122254	HS3ST2	TCGA-ESCA	3
ENSG00000121966	CXCR4	TCGA-DLBC	3
ENSG00000121879	PIK3CA	TCGA-CHOL	3
ENSG00000121743	GJA3	TCGA-UCEC	3
ENSG00000121542	SEC22A	TCGA-UCEC	3
ENSG00000120690	ELF1	TCGA-GBM	3
ENSG00000120519	SLC10A7	TCGA-BRCA	3
ENSG00000119927	GPAM	TCGA-CESC	3
ENSG00000119917	IFIT3	TCGA-BRCA	3
ENSG00000119888	EPCAM	TCGA-PRAD	3
ENSG00000119778	ATAD2B	TCGA-BRCA	3
ENSG00000119777	TMEM214	TCGA-READ	3
ENSG00000119729	RHOQ	TCGA-LIHC	3
ENSG00000119686	FLVCR2	TCGA-CESC	3
ENSG00000119185	ITGB1BP1	TCGA-OV	3
ENSG00000119125	GDA	TCGA-COAD	3
ENSG00000118965	WDR35	TCGA-BLCA	3
ENSG00000118690	ARMC2	TCGA-BRCA	3
ENSG00000118640	VAMP8	TCGA-KIRC	3
ENSG00000118495	PLAGL1	TCGA-ESCA	3
ENSG00000117906	RCN2	TCGA-GBM	3
ENSG00000117758	STX12	TCGA-PCPG	3
ENSG00000117501	MROH9	TCGA-LGG	3
ENSG00000117480	FAAH	TCGA-BRCA	3
ENSG00000117139	KDM5B	TCGA-BRCA	3
ENSG00000116985	BMP8B	TCGA-LUAD	3
ENSG00000116809	ZBTB17	TCGA-KIRC	3
ENSG00000116396	KCNC4	TCGA-LUSC	3
ENSG00000116039	ATP6V1B1	TCGA-LUSC	3
ENSG00000116014	KISS1R	TCGA-GBM	3
ENSG00000115827	DCAF17	TCGA-GBM	3
ENSG00000115504	EHBP1	TCGA-BRCA	3
ENSG00000115380	EFEMP1	TCGA-LGG	3
ENSG00000115307	AUP1	TCGA-LUSC	3
ENSG00000115286	NDUFS7	TCGA-STAD	3
ENSG00000115233	PSMD14	TCGA-LIHC	3
ENSG00000115155	OTOF	TCGA-LAML	3
ENSG00000115138	POMC	TCGA-BRCA	3
ENSG00000115107	STEAP3	TCGA-LAML	3
ENSG00000114739	ACVR2B	TCGA-BRCA	3
ENSG00000114541	FRMD4B	TCGA-KIRC	3
ENSG00000114021	NIT2	TCGA-KIRC	3
ENSG00000114013	CD86	TCGA-UCEC	3
ENSG00000113763	UNC5A	TCGA-PRAD	3
ENSG00000113732	ATP6V0E1	TCGA-STAD	3
ENSG00000113555	PCDH12	TCGA-THCA	3
ENSG00000113494	PRLR	TCGA-PRAD	3
ENSG00000113303	BTNL8	TCGA-STAD	3
ENSG00000113272	THG1L	TCGA-OV	3
ENSG00000112855	HARS2	TCGA-BRCA	3
ENSG00000112812	PRSS16	TCGA-BLCA	3
ENSG00000112679	DUSP22	TCGA-KICH	3
ENSG00000112339	HBS1L	TCGA-SKCM	3
ENSG00000112333	NR2E1	TCGA-PRAD	3
ENSG00000112297	AIM1	TCGA-BRCA	3
ENSG00000112242	E2F3	TCGA-COAD	3
ENSG00000112232	KHDRBS2	TCGA-COAD	3
ENSG00000111880	RNGTT	TCGA-BRCA	3
ENSG00000111845	PAK1IP1	TCGA-LUAD	3
ENSG00000111732	AICDA	TCGA-PRAD	3
ENSG00000111596	CNOT2	TCGA-COAD	3
ENSG00000111405	ENDOU	TCGA-PRAD	3
ENSG00000111358	GTF2H3	TCGA-LUAD	3
ENSG00000111331	OAS3	TCGA-KIRP	3
ENSG00000110876	SELPLG	TCGA-BRCA	3
ENSG00000110651	CD81	TCGA-OV	3
ENSG00000110169	HPX	TCGA-BRCA	3
ENSG00000110107	PRPF19	TCGA-OV	3
ENSG00000110013	SIAE	TCGA-GBM	3
ENSG00000109919	MTCH2	TCGA-THCA	3
ENSG00000109743	BST1	TCGA-KIRC	3
ENSG00000109670	FBXW7	TCGA-CHOL	3
ENSG00000109445	ZNF330	TCGA-KIRC	3
ENSG00000109089	CDR2L	TCGA-LUSC	3
ENSG00000108684	ASIC2	TCGA-LGG	3
ENSG00000108671	PSMD11	TCGA-COAD	3
ENSG00000108622	ICAM2	TCGA-UCEC	3
ENSG00000108510	MED13	TCGA-ESCA	3
ENSG00000108370	RGS9	TCGA-COAD	3
ENSG00000108342	CSF3	TCGA-LGG	3
ENSG00000108309	RUNDC3A	TCGA-CESC	3
ENSG00000108298	RPL19	TCGA-KIRC	3
ENSG00000108239	TBC1D12	TCGA-GBM	3
ENSG00000108175	ZMIZ1	TCGA-KIRC	3
ENSG00000107831	FGF8	TCGA-GBM	3
ENSG00000107593	PKD2L1	TCGA-OV	3
ENSG00000107521	HPS1	TCGA-BRCA	3
ENSG00000107036	KIAA1432	TCGA-CESC	3
ENSG00000106524	ANKMY2	TCGA-CESC	3
ENSG00000106069	CHN2	TCGA-SKCM	3
ENSG00000106009	BRAT1	TCGA-BRCA	3
ENSG00000105722	ERF	TCGA-GBM	3
ENSG00000105248	CCDC94	TCGA-LGG	3
ENSG00000105136	ZNF419	TCGA-THCA	3
ENSG00000105085	MED26	TCGA-STAD	3
ENSG00000105058	FAM32A	TCGA-BRCA	3
ENSG00000104883	PEX11G	TCGA-OV	3
ENSG00000104490	NCALD	TCGA-BRCA	3
ENSG00000104413	ESRP1	TCGA-BRCA	3
ENSG00000103932	RPAP1	TCGA-CESC	3
ENSG00000103490	PYCARD	TCGA-BLCA	3
ENSG00000103375	AQP8	TCGA-OV	3
ENSG00000103375	AQP8	TCGA-GBM	3
ENSG00000103245	NARFL	TCGA-LIHC	3
ENSG00000103056	SMPD3	TCGA-STAD	3
ENSG00000102794	IRG1	TCGA-LIHC	3
ENSG00000102595	UGGT2	TCGA-PRAD	3
ENSG00000102383	ZDHHC15	TCGA-GBM	3
ENSG00000102181	CD99L2	TCGA-COAD	3
ENSG00000102034	ELF4	TCGA-LAML	3
ENSG00000102007	PLP2	TCGA-SKCM	3
ENSG00000101981	F9	TCGA-LGG	3
ENSG00000101972	STAG2	TCGA-LAML	3
ENSG00000101951	PAGE4	TCGA-KIRC	3
ENSG00000101940	WDR13	TCGA-THCA	3
ENSG00000101463	SYNDIG1	TCGA-BRCA	3
ENSG00000101057	MYBL2	TCGA-LGG	3
ENSG00000100811	YY1	TCGA-KIRC	3
ENSG00000100612	DHRS7	TCGA-KIRP	3
ENSG00000100577	GSTZ1	TCGA-GBM	3
ENSG00000100462	PRMT5	TCGA-SKCM	3
ENSG00000100461	RBM23	TCGA-KIRP	3
ENSG00000100410	PHF5A	TCGA-LUAD	3
ENSG00000100395	L3MBTL2	TCGA-SKCM	3
ENSG00000100393	EP300	TCGA-DLBC	3
ENSG00000100379	KCTD17	TCGA-BRCA	3
ENSG00000100304	TTLL12	TCGA-PRAD	3
ENSG00000100292	HMOX1	TCGA-BRCA	3
ENSG00000100266	PACSIN2	TCGA-KICH	3
ENSG00000100249	C22orf31	TCGA-KIRC	3
ENSG00000100201	DDX17	TCGA-OV	3
ENSG00000100124	ANKRD54	TCGA-GBM	3
ENSG00000100099	HPS4	TCGA-BRCA	3
ENSG00000100024	UPB1	TCGA-THCA	3
ENSG00000100023	PPIL2	TCGA-THCA	3
ENSG00000099999	RNF215	TCGA-KIRC	3
ENSG00000099998	GGT5	TCGA-OV	3
ENSG00000099901	RANBP1	TCGA-BRCA	3
ENSG00000099785	MARCHF2	TCGA-KICH	3
ENSG00000099246	RAB18	TCGA-READ	3
ENSG00000097096	SYDE2	TCGA-GBM	3
ENSG00000096872	IFT74	TCGA-SKCM	3
ENSG00000095970	TREM2	TCGA-COAD	3
ENSG00000095587	TLL2	TCGA-BRCA	3
ENSG00000095319	NUP188	TCGA-BRCA	3
ENSG00000093167	LRRFIP2	TCGA-BRCA	3
ENSG00000091436	MLTK	TCGA-GBM	3
ENSG00000090612	ZNF268	TCGA-BRCA	3
ENSG00000090554	FLT3LG	TCGA-BLCA	3
ENSG00000090339	ICAM1	TCGA-STAD	3
ENSG00000089876	DHX32	TCGA-BRCA	3
ENSG00000089327	FXYD5	TCGA-BRCA	3
ENSG00000089289	IGBP1	TCGA-UCEC	3
ENSG00000089163	SIRT4	TCGA-KIRP	3
ENSG00000089022	MAPKAPK5	TCGA-LGG	3
ENSG00000088888	MAVS	TCGA-LUSC	3
ENSG00000087086	FTL	TCGA-PCPG	3
ENSG00000086062	B4GALT1	TCGA-KIRC	3
ENSG00000085365	SCAMP1	TCGA-OV	3
ENSG00000085265	FCN1	TCGA-BLCA	3
ENSG00000084774	CAD	TCGA-PRAD	3
ENSG00000084652	TXLNA	TCGA-GBM	3
ENSG00000084093	REST	TCGA-GBM	3
ENSG00000083838	ZNF446	TCGA-UCEC	3
ENSG00000081665	ZNF506	TCGA-GBM	3
ENSG00000080986	NDC80	TCGA-HNSC	3
ENSG00000080802	CNOT4	TCGA-BRCA	3
ENSG00000080189	SLC35C2	TCGA-KIRC	3
ENSG00000079435	LIPE	TCGA-BRCA	3
ENSG00000078902	TOLLIP	TCGA-GBM	3
ENSG00000078061	ARAF	TCGA-CHOL	3
ENSG00000077380	DYNC1I2	TCGA-LGG	3
ENSG00000076108	BAZ2A	TCGA-THCA	3
ENSG00000075856	SART3	TCGA-BLCA	3
ENSG00000075673	ATP12A	TCGA-GBM	3
ENSG00000074966	TXK	TCGA-OV	3
ENSG00000074935	TUBE1	TCGA-THCA	3
ENSG00000074695	LMAN1	TCGA-BLCA	3
ENSG00000074621	SLC24A1	TCGA-GBM	3
ENSG00000073849	ST6GAL1	TCGA-GBM	3
ENSG00000070961	ATP2B1	TCGA-GBM	3
ENSG00000070614	NDST1	TCGA-BRCA	3
ENSG00000070010	UFD1L	TCGA-KIRC	3
ENSG00000069849	ATP1B3	TCGA-LUAD	3
ENSG00000069431	ABCC9	TCGA-HNSC	3
ENSG00000068878	PSME4	TCGA-PRAD	3
ENSG00000068724	TTC7A	TCGA-SKCM	3
ENSG00000068079	IFI35	TCGA-GBM	3
ENSG00000067533	RRP15	TCGA-GBM	3
ENSG00000066739	ATG2B	TCGA-THCA	3
ENSG00000066044	ELAVL1	TCGA-THCA	3
ENSG00000065717	TLE2	TCGA-KIRC	3
ENSG00000065526	SPEN	TCGA-DLBC	3
ENSG00000064601	CTSA	TCGA-CESC	3
ENSG00000063245	EPN1	TCGA-HNSC	3
ENSG00000062096	ARSF	TCGA-SKCM	3
ENSG00000061492	WNT8A	TCGA-THCA	3
ENSG00000060138	YBX3	TCGA-HNSC	3
ENSG00000059573	ALDH18A1	TCGA-BRCA	3
ENSG00000058804	NDC1	TCGA-OV	3
ENSG00000058063	ATP11B	TCGA-KIRC	3
ENSG00000057935	MTA3	TCGA-LAML	3
ENSG00000057704	TMCC3	TCGA-KIRC	3
ENSG00000057608	GDI2	TCGA-CHOL	3
ENSG00000057019	DCBLD2	TCGA-THCA	3
ENSG00000055609	KMT2C	TCGA-ESCA	3
ENSG00000050730	TNIP3	TCGA-SKCM	3
ENSG00000050730	TNIP3	TCGA-KIRP	3
ENSG00000049656	CLPTM1L	TCGA-CESC	3
ENSG00000049089	COL9A2	TCGA-BRCA	3
ENSG00000048392	RRM2B	TCGA-THCA	3
ENSG00000046889	PREX2	TCGA-ESCA	3
ENSG00000046651	OFD1	TCGA-OV	3
ENSG00000043514	TRIT1	TCGA-BRCA	3
ENSG00000039600	SOX30	TCGA-KIRC	3
ENSG00000039068	CDH1	TCGA-DLBC	3
ENSG00000038532	CLEC16A	TCGA-BRCA	3
ENSG00000037474	NSUN2	TCGA-THCA	3
ENSG00000035862	TIMP2	TCGA-GBM	3
ENSG00000034053	APBA2	TCGA-PRAD	3
ENSG00000033867	SLC4A7	TCGA-STAD	3
ENSG00000029363	BCLAF1	TCGA-LAML	3
ENSG00000025293	PHF20	TCGA-LGG	3
ENSG00000023608	SNAPC1	TCGA-COAD	3
ENSG00000021645	NRXN3	TCGA-OV	3
ENSG00000019485	PRDM11	TCGA-BRCA	3
ENSG00000015413	DPEP1	TCGA-PRAD	3
ENSG00000014138	POLA2	TCGA-THCA	3
ENSG00000013588	GPRC5A	TCGA-BRCA	3
ENSG00000013523	ANGEL1	TCGA-READ	3
ENSG00000011347	SYT7	TCGA-LAML	3
ENSG00000010810	FYN	TCGA-BRCA	3
ENSG00000010404	IDS	TCGA-LAML	3
ENSG00000009307	CSDE1	TCGA-KIRP	3
ENSG00000008083	JARID2	TCGA-GBM	3
ENSG00000008056	SYN1	TCGA-BRCA	3
ENSG00000006459	KDM7A	TCGA-KICH	3
ENSG00000006194	ZNF263	TCGA-LUAD	3
ENSG00000006128	TAC1	TCGA-KIRC	3
ENSG00000005059	CCDC109B	TCGA-BRCA	3
ENSG00000004777	ARHGAP33	TCGA-HNSC	3
ENSG00000003509	NDUFAF7	TCGA-KIRC	3
ENSG00000002549	LAP3	TCGA-SKCM	3
ENSG00000000938	FGR	TCGA-KIRP	3
ENSG00000000460	C1orf112	TCGA-LIHC	3
ENSG00000287363	AL096814.2	TCGA-SKCM	2
ENSG00000278685	IQCA1L	TCGA-GBM	2
ENSG00000278588	H2BC10	TCGA-BRCA	2
ENSG00000277224	H2BC7	TCGA-HNSC	2
ENSG00000275572	GRIFIN	TCGA-KICH	2
ENSG00000275410	HNF1B	TCGA-BRCA	2
ENSG00000275063	AC233755.1	TCGA-HNSC	2
ENSG00000274749	KRTAP7-1	TCGA-COAD	2
ENSG00000274419	TBC1D3D	TCGA-KICH	2
ENSG00000274391	TPTE	TCGA-STAD	2
ENSG00000274183	H2AB1	TCGA-COAD	2
ENSG00000273748	AL592183.1	TCGA-OV	2
ENSG00000272602	ZNF595	TCGA-BLCA	2
ENSG00000272196	HIST2H2AA4	TCGA-BRCA	2
ENSG00000271303	SRXN1	TCGA-UCEC	2
ENSG00000271092	TMEM56-RWDD3	TCGA-KIRC	2
ENSG00000268447	SSX2B	TCGA-BRCA	2
ENSG00000267261	CTD-2132N18.3	TCGA-GBM	2
ENSG00000264364	DYNLL2	TCGA-OV	2
ENSG00000262814	MRPL12	TCGA-GBM	2
ENSG00000260325	HSPB9	TCGA-KIRP	2
ENSG00000259803	SLC22A31	TCGA-STAD	2
ENSG00000258453	OR11H2	TCGA-KIRC	2
ENSG00000258102	RP11-809C9.2	TCGA-OV	2
ENSG00000258083	OR9A4	TCGA-UCEC	2
ENSG00000257184	RP1-170O19.20	TCGA-BRCA	2
ENSG00000256870	SLC5A8	TCGA-COAD	2
ENSG00000256087	ZNF432	TCGA-UCEC	2
ENSG00000255587	RAB44	TCGA-BRCA	2
ENSG00000255298	OR8G5	TCGA-LUAD	2
ENSG00000255150	EID3	TCGA-GBM	2
ENSG00000255072	PIGY	TCGA-THCA	2
ENSG00000253309	SERPINE3	TCGA-BLCA	2
ENSG00000251287	ALG1L2	TCGA-LAML	2
ENSG00000250799	PRODH2	TCGA-KIRC	2
ENSG00000250361	GYPB	TCGA-GBM	2
ENSG00000250151	ARPC4-TTLL3	TCGA-BRCA	2
ENSG00000249884	RNF103-CHMP3	TCGA-BRCA	2
ENSG00000244462	RBM12	TCGA-KICH	2
ENSG00000244067	GSTA2	TCGA-LIHC	2
ENSG00000244045	TMEM199	TCGA-THCA	2
ENSG00000243364	EFNA4	TCGA-KIRC	2
ENSG00000243056	EIF4EBP3	TCGA-HNSC	2
ENSG00000242515	UGT1A10	TCGA-GBM	2
ENSG00000242498	C15orf38	TCGA-LIHC	2
ENSG00000242247	ARFGAP3	TCGA-KIRC	2
ENSG00000241635	UGT1A8	TCGA-GBM	2
ENSG00000241553	ARPC4	TCGA-KIRP	2
ENSG00000241360	PDXP	TCGA-HNSC	2
ENSG00000240038	AMY2B	TCGA-COAD	2
ENSG00000239713	APOBEC3G	TCGA-BLCA	2
ENSG00000237541	HLA-DQA2	TCGA-GBM	2
ENSG00000236398	TAS2R39	TCGA-KIRC	2
ENSG00000232119	MCTS1	TCGA-BRCA	2
ENSG00000230989	HSBP1	TCGA-BRCA	2
ENSG00000228278	ORM2	TCGA-LUAD	2
ENSG00000226288	OR52I2	TCGA-SKCM	2
ENSG00000225921	NOL7	TCGA-COAD	2
ENSG00000225697	SLC26A6	TCGA-LAML	2
ENSG00000225190	PLEKHM1	TCGA-UCEC	2
ENSG00000222014	RAB6C	TCGA-THCA	2
ENSG00000221955	SLC12A8	TCGA-LGG	2
ENSG00000221937	TAS2R40	TCGA-OV	2
ENSG00000221937	TAS2R40	TCGA-LAML	2
ENSG00000221867	MAGEA3	TCGA-KIRP	2
ENSG00000220008	LINGO3	TCGA-KIRC	2
ENSG00000218819	TDRD15	TCGA-KIRP	2
ENSG00000218739	CEBPZ-AS1	TCGA-THCA	2
ENSG00000215269	GAGE12G	TCGA-LAML	2
ENSG00000215114	UBXN2B	TCGA-KIRC	2
ENSG00000215045	GRID2IP	TCGA-GBM	2
ENSG00000214787	MS4A4E	TCGA-KICH	2
ENSG00000214706	IFRD2	TCGA-UCEC	2
ENSG00000214026	MRPL23	TCGA-HNSC	2
ENSG00000213921	LEUTX	TCGA-READ	2
ENSG00000213903	LTB4R	TCGA-STAD	2
ENSG00000213782	DDX47	TCGA-UCEC	2
ENSG00000213741	RPS29	TCGA-LGG	2
ENSG00000213699	SLC35F6	TCGA-KIRC	2
ENSG00000213699	SLC35F6	TCGA-GBM	2
ENSG00000213445	SIPA1	TCGA-BRCA	2
ENSG00000213416	KRTAP4-12	TCGA-GBM	2
ENSG00000213402	PTPRCAP	TCGA-BLCA	2
ENSG00000211456	SACM1L	TCGA-BRCA	2
ENSG00000206503	HLA-A	TCGA-DLBC	2
ENSG00000206418	RAB12	TCGA-GBM	2
ENSG00000206073	SERPINB4	TCGA-KIRC	2
ENSG00000205869	KRTAP5-1	TCGA-LUAD	2
ENSG00000205339	IPO7	TCGA-COAD	2
ENSG00000205186	FABP9	TCGA-BRCA	2
ENSG00000204642	HLA-F	TCGA-KIRP	2
ENSG00000204624	PTCHD2	TCGA-OV	2
ENSG00000204571	KRTAP5-11	TCGA-BRCA	2
ENSG00000204539	CDSN	TCGA-ESCA	2
ENSG00000204371	EHMT2	TCGA-BRCA	2
ENSG00000204278	TMEM235	TCGA-LIHC	2
ENSG00000204278	TMEM235	TCGA-BRCA	2
ENSG00000204264	PSMB8	TCGA-KIRC	2
ENSG00000203785	SPRR2E	TCGA-BRCA	2
ENSG00000198930	CSAG1	TCGA-BLCA	2
ENSG00000198743	SLC5A3	TCGA-UCEC	2
ENSG00000198740	ZNF652	TCGA-LAML	2
ENSG00000198722	UNC13B	TCGA-GBM	2
ENSG00000198646	NCOA6	TCGA-THCA	2
ENSG00000198612	COPS8	TCGA-STAD	2
ENSG00000198492	YTHDF2	TCGA-GBM	2
ENSG00000198471	RTP2	TCGA-CHOL	2
ENSG00000198435	NRARP	TCGA-BRCA	2
ENSG00000198208	RPS6KL1	TCGA-GBM	2
ENSG00000198131	ZNF544	TCGA-CESC	2
ENSG00000197958	RPL12	TCGA-CESC	2
ENSG00000197951	ZNF71	TCGA-KIRC	2
ENSG00000197915	HRNR	TCGA-BRCA	2
ENSG00000197757	HOXC6	TCGA-CHOL	2
ENSG00000197647	ZNF433	TCGA-LIHC	2
ENSG00000197603	C5orf42	TCGA-GBM	2
ENSG00000197540	GZMM	TCGA-KIRC	2
ENSG00000197465	GYPE	TCGA-PRAD	2
ENSG00000197454	OR2L5	TCGA-THCA	2
ENSG00000197448	GSTK1	TCGA-BRCA	2
ENSG00000197408	CYP2B6	TCGA-LAML	2
ENSG00000197363	ZNF517	TCGA-BRCA	2
ENSG00000197329	PELI1	TCGA-BRCA	2
ENSG00000197296	FITM2	TCGA-THCA	2
ENSG00000197223	C1D	TCGA-OV	2
ENSG00000197150	ABCB8	TCGA-HNSC	2
ENSG00000196993	NPIPB9	TCGA-READ	2
ENSG00000196975	ANXA4	TCGA-PRAD	2
ENSG00000196865	NHLRC2	TCGA-BRCA	2
ENSG00000196734	LCE1B	TCGA-LAML	2
ENSG00000196586	MYO6	TCGA-COAD	2
ENSG00000196557	CACNA1H	TCGA-PRAD	2
ENSG00000196419	XRCC6	TCGA-COAD	2
ENSG00000196391	ZNF774	TCGA-KIRC	2
ENSG00000196367	TRRAP	TCGA-CHOL	2
ENSG00000196263	ZNF471	TCGA-SKCM	2
ENSG00000196224	KRTAP5-3	TCGA-LAML	2
ENSG00000196224	KRTAP5-3	TCGA-COAD	2
ENSG00000196159	FAT4	TCGA-DLBC	2
ENSG00000196155	PLEKHG4	TCGA-LUAD	2
ENSG00000196104	SPOCK3	TCGA-LGG	2
ENSG00000189350	FAM179A	TCGA-BLCA	2
ENSG00000189299	FOXR2	TCGA-CESC	2
ENSG00000189134	NKAPL	TCGA-BRCA	2
ENSG00000189060	H1F0	TCGA-LAML	2
ENSG00000189013	KIR2DL4	TCGA-BRCA	2
ENSG00000189007	ADAT2	TCGA-PRAD	2
ENSG00000188779	SKOR1	TCGA-GBM	2
ENSG00000188620	HMX3	TCGA-KIRC	2
ENSG00000188611	ASAH2	TCGA-LGG	2
