Gene ID	Gene name	Cohort	Count
ENSG00000090316	MAEA	TCGA-LIHC	12
ENSG00000089199	CHGB	TCGA-THCA	12
ENSG00000089041	P2RX7	TCGA-LGG	12
ENSG00000088970	PLK1S1	TCGA-LGG	12
ENSG00000088782	DEFB127	TCGA-SARC	12
ENSG00000087586	AURKA	TCGA-LIHC	12
ENSG00000085719	CPNE3	TCGA-LUAD	12
ENSG00000085415	SEH1L	TCGA-LGG	12
ENSG00000084207	GSTP1	TCGA-LUSC	12
ENSG00000084070	SMAP2	TCGA-LGG	12
ENSG00000082126	MPP4	TCGA-ESCA	12
ENSG00000079102	RUNX1T1	TCGA-LIHC	12
ENSG00000071246	VASH1	TCGA-HNSC	12
ENSG00000070371	CLTCL1	TCGA-LIHC	12
ENSG00000068394	GPKOW	TCGA-SKCM	12
ENSG00000067113	PPAP2A	TCGA-PRAD	12
ENSG00000067057	PFKP	TCGA-THCA	12
ENSG00000065361	ERBB3	TCGA-READ	12
ENSG00000064961	HMG20B	TCGA-CESC	12
ENSG00000064601	CTSA	TCGA-SKCM	12
ENSG00000062194	GPBP1	TCGA-OV	12
ENSG00000057294	PKP2	TCGA-UCEC	12
ENSG00000054356	PTPRN	TCGA-LUSC	12
ENSG00000051341	POLQ	TCGA-CESC	12
ENSG00000048028	USP28	TCGA-COAD	12
ENSG00000044090	CUL7	TCGA-SKCM	12
ENSG00000043462	LCP2	TCGA-SKCM	12
ENSG00000038274	MAT2B	TCGA-UCEC	12
ENSG00000031003	FAM13B	TCGA-STAD	12
ENSG00000023572	GLRX2	TCGA-PRAD	12
ENSG00000011028	MRC2	TCGA-BRCA	12
ENSG00000010610	CD4	TCGA-OV	12
ENSG00000006704	GTF2IRD1	TCGA-PAAD	12
ENSG00000006283	CACNA1G	TCGA-UCEC	12
ENSG00000005175	RPAP3	TCGA-SARC	12
ENSG00000285458	AC093827.5	TCGA-STAD	11
ENSG00000278195	SSTR3	TCGA-SKCM	11
ENSG00000277775	H3C7	TCGA-HNSC	11
ENSG00000274749	KRTAP7-1	TCGA-PAAD	11
ENSG00000271271	UGT2A2	TCGA-LUSC	11
ENSG00000268447	SSX2B	TCGA-LGG	11
ENSG00000267618	RAD51L3-RFFL	TCGA-UVM	11
ENSG00000263620	RP11-599B13.6	TCGA-PCPG	11
ENSG00000261456	TUBB8	TCGA-HNSC	11
ENSG00000258436	RNASE12	TCGA-SKCM	11
ENSG00000249751	ECSCR	TCGA-STAD	11
ENSG00000239704	CDRT4	TCGA-LUSC	11
ENSG00000239382	ALKBH6	TCGA-ACC	11
ENSG00000236287	ZBED5	TCGA-LUAD	11
ENSG00000235718	MFRP	TCGA-HNSC	11
ENSG00000235568	NFAM1	TCGA-OV	11
ENSG00000228474	OST4	TCGA-KIRP	11
ENSG00000227059	ANHX	TCGA-THCA	11
ENSG00000226023	CT47A6	TCGA-KIRP	11
ENSG00000221838	AP4M1	TCGA-LGG	11
ENSG00000217930	PAM16	TCGA-LUAD	11
ENSG00000215262	KCNU1	TCGA-HNSC	11
ENSG00000214253	FIS1	TCGA-PRAD	11
ENSG00000213614	HEXA	TCGA-STAD	11
ENSG00000205923	CEMP1	TCGA-LGG	11
ENSG00000205496	OR51A2	TCGA-COAD	11
ENSG00000204983	PRSS1	TCGA-READ	11
ENSG00000204701	OR2J3	TCGA-OV	11
ENSG00000204568	MRPS18B	TCGA-UCEC	11
ENSG00000204428	LY6G5C	TCGA-LUAD	11
ENSG00000204427	ABHD16A	TCGA-LGG	11
ENSG00000204410	MSH5	TCGA-LUAD	11
ENSG00000204316	MRPL38	TCGA-PRAD	11
ENSG00000203778	FAM229B	TCGA-PCPG	11
ENSG00000203666	EFCAB2	TCGA-BLCA	11
ENSG00000198961	PJA2	TCGA-PRAD	11
ENSG00000198886	MT-ND4	TCGA-OV	11
ENSG00000198833	UBE2J1	TCGA-PCPG	11
ENSG00000198336	MYL4	TCGA-KICH	11
ENSG00000198300	PEG3	TCGA-PAAD	11
ENSG00000198286	CARD11	TCGA-READ	11
ENSG00000197863	ZNF790	TCGA-KIRP	11
ENSG00000197070	ARRDC1	TCGA-PRAD	11
ENSG00000196839	ADA	TCGA-BLCA	11
ENSG00000196754	S100A2	TCGA-COAD	11
ENSG00000196734	LCE1B	TCGA-BLCA	11
ENSG00000196724	ZNF418	TCGA-PRAD	11
ENSG00000196712	NF1	TCGA-LIHC	11
ENSG00000196712	NF1	TCGA-ACC	11
ENSG00000196505	GDAP2	TCGA-LUSC	11
ENSG00000196368	NUDT11	TCGA-THCA	11
ENSG00000196248	OR10S1	TCGA-SARC	11
ENSG00000188869	TMC3	TCGA-HNSC	11
ENSG00000188580	NKAIN2	TCGA-PRAD	11
ENSG00000188522	FAM83G	TCGA-UCEC	11
ENSG00000188419	CHM	TCGA-SKCM	11
ENSG00000188306	LRRIQ4	TCGA-STAD	11
ENSG00000187527	ATP13A5	TCGA-SARC	11
ENSG00000187123	LYPD6	TCGA-PAAD	11
ENSG00000186575	NF2	TCGA-MESO	11
ENSG00000186130	ZBTB6	TCGA-PCPG	11
ENSG00000186090	HTR3D	TCGA-STAD	11
ENSG00000186073	C15orf41	TCGA-PCPG	11
ENSG00000185942	NKAIN3	TCGA-LGG	11
ENSG00000185924	RTN4RL1	TCGA-TGCT	11
ENSG00000185920	PTCH1	TCGA-ESCA	11
ENSG00000185414	MRPL30	TCGA-CESC	11
ENSG00000184995	IFNE	TCGA-LIHC	11
ENSG00000184995	IFNE	TCGA-BLCA	11
ENSG00000184305	CCSER1	TCGA-LUAD	11
ENSG00000184209	SNRNP35	TCGA-SKCM	11
ENSG00000184209	SNRNP35	TCGA-LUAD	11
ENSG00000183814	LIN9	TCGA-LUSC	11
ENSG00000183337	BCOR	TCGA-READ	11
ENSG00000182872	RBM10	TCGA-READ	11
ENSG00000182613	OR2V2	TCGA-HNSC	11
ENSG00000182492	BGN	TCGA-ESCA	11
ENSG00000181761	OR8H3	TCGA-LIHC	11
ENSG00000180964	TCEAL8	TCGA-THCA	11
ENSG00000180354	MTURN	TCGA-THCA	11
ENSG00000180098	TRNAU1AP	TCGA-TGCT	11
ENSG00000178922	HYI	TCGA-LUSC	11
ENSG00000178691	SUZ12	TCGA-LAML	11
ENSG00000178462	TUBAL3	TCGA-SARC	11
ENSG00000177595	PIDD	TCGA-SKCM	11
ENSG00000176945	MUC20	TCGA-LGG	11
ENSG00000176246	OR4L1	TCGA-UCEC	11
ENSG00000175387	SMAD2	TCGA-READ	11
ENSG00000175294	CATSPER1	TCGA-PCPG	11
ENSG00000174876	AMY1B	TCGA-PCPG	11
ENSG00000174840	PDE12	TCGA-LGG	11
ENSG00000174640	SLCO2A1	TCGA-READ	11
ENSG00000174136	RGMB	TCGA-BLCA	11
ENSG00000173641	HSPB7	TCGA-PRAD	11
ENSG00000173267	SNCG	TCGA-HNSC	11
ENSG00000173253	DMRT2	TCGA-LUAD	11
ENSG00000173200	PARP15	TCGA-LIHC	11
ENSG00000172954	LCLAT1	TCGA-LUSC	11
ENSG00000172361	CCDC11	TCGA-THCA	11
ENSG00000172350	ABCG4	TCGA-STAD	11
ENSG00000172146	OR1A1	TCGA-PCPG	11
ENSG00000172113	NME6	TCGA-UCEC	11
ENSG00000171815	PCDHB1	TCGA-CESC	11
ENSG00000171777	RASGRP4	TCGA-HNSC	11
ENSG00000171150	SOCS5	TCGA-STAD	11
ENSG00000171109	MFN1	TCGA-SKCM	11
ENSG00000171014	OR4D5	TCGA-HNSC	11
ENSG00000170889	RPS9	TCGA-READ	11
ENSG00000170881	RNF139	TCGA-BRCA	11
ENSG00000170837	GPR27	TCGA-LGG	11
ENSG00000170298	LGALS9B	TCGA-STAD	11
ENSG00000170293	CMTM8	TCGA-LIHC	11
ENSG00000170262	MRAP	TCGA-KIRP	11
ENSG00000169876	MUC17	TCGA-HNSC	11
ENSG00000169857	AVEN	TCGA-STAD	11
ENSG00000169676	DRD5	TCGA-LUSC	11
ENSG00000169429	IL8	TCGA-LUAD	11
ENSG00000169299	PGM2	TCGA-SKCM	11
ENSG00000169251	NMD3	TCGA-BRCA	11
ENSG00000169122	FAM110B	TCGA-HNSC	11
ENSG00000169105	CHST14	TCGA-LUSC	11
ENSG00000169021	UQCRFS1	TCGA-OV	11
ENSG00000168928	CTRB2	TCGA-HNSC	11
ENSG00000168564	CDKN2AIP	TCGA-TGCT	11
ENSG00000168538	TRAPPC11	TCGA-ESCA	11
ENSG00000168026	TTC21A	TCGA-PCPG	11
ENSG00000168010	ATG16L2	TCGA-SKCM	11
ENSG00000167548	KMT2D	TCGA-MESO	11
ENSG00000167186	COQ7	TCGA-UCS	11
ENSG00000167136	ENDOG	TCGA-LGG	11
ENSG00000166928	MS4A14	TCGA-READ	11
ENSG00000166819	PLIN1	TCGA-CESC	11
ENSG00000166741	NNMT	TCGA-LIHC	11
ENSG00000166603	MC4R	TCGA-PRAD	11
ENSG00000166140	ZFYVE19	TCGA-THCA	11
ENSG00000165935	SMCO2	TCGA-HNSC	11
ENSG00000165799	RNASE7	TCGA-PCPG	11
ENSG00000165671	NSD1	TCGA-ESCA	11
ENSG00000165661	QSOX2	TCGA-CHOL	11
ENSG00000164754	RAD21	TCGA-LAML	11
ENSG00000164307	ERAP1	TCGA-COAD	11
ENSG00000163684	RPP14	TCGA-HNSC	11
ENSG00000163682	RPL9	TCGA-ESCA	11
ENSG00000163618	CADPS	TCGA-UCEC	11
ENSG00000163618	CADPS	TCGA-SKCM	11
ENSG00000163584	RPL22L1	TCGA-SKCM	11
ENSG00000163295	ALPI	TCGA-PRAD	11
ENSG00000162727	OR2M5	TCGA-HNSC	11
ENSG00000162191	UBXN1	TCGA-PCPG	11
ENSG00000162129	CLPB	TCGA-KIRP	11
ENSG00000162063	CCNF	TCGA-HNSC	11
ENSG00000161682	FAM171A2	TCGA-PRAD	11
ENSG00000160221	C21orf33	TCGA-HNSC	11
ENSG00000160201	U2AF1	TCGA-UCS	11
ENSG00000159640	ACE	TCGA-LUSC	11
ENSG00000159445	THEM4	TCGA-HNSC	11
ENSG00000159110	IFNAR2	TCGA-BRCA	11
ENSG00000158869	FCER1G	TCGA-SKCM	11
ENSG00000158525	CPA5	TCGA-PCPG	11
ENSG00000157542	KCNJ6	TCGA-OV	11
ENSG00000157540	DYRK1A	TCGA-PCPG	11
ENSG00000157103	SLC6A1	TCGA-LGG	11
ENSG00000156504	FAM122B	TCGA-BRCA	11
ENSG00000156427	FGF18	TCGA-COAD	11
ENSG00000156345	CDK20	TCGA-COAD	11
ENSG00000156110	ADK	TCGA-READ	11
ENSG00000155659	VSIG4	TCGA-STAD	11
ENSG00000155304	HSPA13	TCGA-PAAD	11
ENSG00000155254	MARVELD1	TCGA-ESCA	11
ENSG00000154645	CHODL	TCGA-KIRP	11
ENSG00000154553	PDLIM3	TCGA-LUAD	11
ENSG00000154493	C10orf90	TCGA-THCA	11
ENSG00000154114	TBCEL	TCGA-TGCT	11
ENSG00000153914	SREK1	TCGA-PCPG	11
ENSG00000153179	RASSF3	TCGA-HNSC	11
ENSG00000152969	JAKMIP1	TCGA-SARC	11
ENSG00000152192	POU4F1	TCGA-UCEC	11
ENSG00000152034	MCHR2	TCGA-HNSC	11
ENSG00000151657	KIN	TCGA-UCEC	11
ENSG00000151338	MIPOL1	TCGA-KIRP	11
ENSG00000151014	CCRN4L	TCGA-GBM	11
ENSG00000150756	FAM173B	TCGA-BLCA	11
ENSG00000150269	OR5M9	TCGA-HNSC	11
ENSG00000150045	KLRF1	TCGA-UCEC	11
ENSG00000149485	FADS1	TCGA-PRAD	11
ENSG00000149428	HYOU1	TCGA-LUSC	11
ENSG00000148734	NPFFR1	TCGA-LGG	11
ENSG00000148123	LPPR1	TCGA-ESCA	11
ENSG00000148057	IDNK	TCGA-LIHC	11
ENSG00000147381	MAGEA4	TCGA-HNSC	11
ENSG00000146857	STRA8	TCGA-BLCA	11
ENSG00000145384	FABP2	TCGA-LUSC	11
ENSG00000145012	LPP	TCGA-UCS	11
ENSG00000144655	CSRNP1	TCGA-UCEC	11
ENSG00000144285	SCN1A	TCGA-TGCT	11
ENSG00000144227	NXPH2	TCGA-LUSC	11
ENSG00000144057	ST6GAL2	TCGA-LUSC	11
ENSG00000143933	CALM2	TCGA-PAAD	11
ENSG00000143499	SMYD2	TCGA-LGG	11
ENSG00000143028	SYPL2	TCGA-COAD	11
ENSG00000142937	RPS8	TCGA-LUSC	11
ENSG00000142546	NOSIP	TCGA-CESC	11
ENSG00000142534	RPS11	TCGA-BRCA	11
ENSG00000141956	PRDM15	TCGA-STAD	11
ENSG00000141570	CBX8	TCGA-LGG	11
ENSG00000140798	ABCC12	TCGA-BLCA	11
ENSG00000140279	DUOX2	TCGA-THCA	11
ENSG00000139797	RNF113B	TCGA-PRAD	11
ENSG00000139618	BRCA2	TCGA-SKCM	11
ENSG00000139343	SNRPF	TCGA-GBM	11
ENSG00000139292	LGR5	TCGA-SKCM	11
ENSG00000138835	RGS3	TCGA-OV	11
ENSG00000138801	PAPSS1	TCGA-PCPG	11
ENSG00000138629	UBL7	TCGA-PRAD	11
ENSG00000138592	USP8	TCGA-LIHC	11
ENSG00000138162	TACC2	TCGA-PRAD	11
ENSG00000138085	ATRAID	TCGA-LUAD	11
ENSG00000137955	RABGGTB	TCGA-UCEC	11
ENSG00000137875	BCL2L10	TCGA-STAD	11
ENSG00000137573	SULF1	TCGA-LGG	11
ENSG00000137225	CAPN11	TCGA-LGG	11
ENSG00000136986	DERL1	TCGA-UCEC	11
ENSG00000136931	NR5A1	TCGA-OV	11
ENSG00000136925	TSTD2	TCGA-OV	11
ENSG00000136878	USP20	TCGA-HNSC	11
ENSG00000136750	GAD2	TCGA-LAML	11
ENSG00000136574	GATA4	TCGA-OV	11
ENSG00000135443	KRT85	TCGA-SKCM	11
ENSG00000135362	PRR5L	TCGA-CESC	11
ENSG00000135334	AKIRIN2	TCGA-LUAD	11
ENSG00000135312	HTR1B	TCGA-LUSC	11
ENSG00000134982	APC	TCGA-ESCA	11
ENSG00000134717	BTF3L4	TCGA-PCPG	11
ENSG00000134489	HRH4	TCGA-LUAD	11
ENSG00000134376	CRB1	TCGA-THCA	11
ENSG00000134365	CFHR4	TCGA-LUSC	11
ENSG00000134278	SPIRE1	TCGA-PAAD	11
ENSG00000134057	CCNB1	TCGA-SKCM	11
ENSG00000133703	KRAS	TCGA-CESC	11
ENSG00000133121	STARD13	TCGA-LGG	11
ENSG00000132631	SCP2D1	TCGA-CESC	11
ENSG00000132286	TIMM10B	TCGA-MESO	11
ENSG00000131558	EXOC4	TCGA-STAD	11
ENSG00000131558	EXOC4	TCGA-LIHC	11
ENSG00000131462	TUBG1	TCGA-UCEC	11
ENSG00000131409	LRRC4B	TCGA-SKCM	11
ENSG00000131019	ULBP3	TCGA-LUAD	11
ENSG00000130590	SAMD10	TCGA-LUSC	11
ENSG00000129204	USP6	TCGA-LAML	11
ENSG00000128923	FAM63B	TCGA-HNSC	11
ENSG00000128645	HOXD1	TCGA-MESO	11
ENSG00000128602	SMO	TCGA-MESO	11
ENSG00000128602	SMO	TCGA-GBM	11
ENSG00000128591	FLNC	TCGA-LIHC	11
ENSG00000127947	PTPN12	TCGA-OV	11
ENSG00000127616	SMARCA4	TCGA-LIHC	11
ENSG00000127152	BCL11B	TCGA-GBM	11
ENSG00000125815	CST8	TCGA-UCS	11
ENSG00000125733	TRIP10	TCGA-LGG	11
ENSG00000125651	GTF2F1	TCGA-PRAD	11
ENSG00000125510	OPRL1	TCGA-PRAD	11
ENSG00000125454	SLC25A19	TCGA-LUAD	11
ENSG00000125352	RNF113A	TCGA-CESC	11
ENSG00000124920	MYRF	TCGA-THCA	11
ENSG00000124813	RUNX2	TCGA-UCEC	11
ENSG00000124155	PIGT	TCGA-SKCM	11
ENSG00000123689	G0S2	TCGA-PRAD	11
ENSG00000123609	NMI	TCGA-ESCA	11
ENSG00000123178	SPRYD7	TCGA-LUAD	11
ENSG00000122870	BICC1	TCGA-STAD	11
ENSG00000122678	POLM	TCGA-HNSC	11
ENSG00000122140	MRPS2	TCGA-STAD	11
ENSG00000122140	MRPS2	TCGA-KICH	11
ENSG00000121879	PIK3CA	TCGA-LIHC	11
ENSG00000121743	GJA3	TCGA-KICH	11
ENSG00000120860	CCDC53	TCGA-CESC	11
ENSG00000120262	CCDC170	TCGA-LIHC	11
ENSG00000119720	NRDE2	TCGA-STAD	11
ENSG00000118508	RAB32	TCGA-PRAD	11
ENSG00000118181	RPS25	TCGA-HNSC	11
ENSG00000118156	ZNF541	TCGA-UCEC	11
ENSG00000117713	ARID1A	TCGA-READ	11
ENSG00000117479	SLC19A2	TCGA-UCEC	11
ENSG00000117222	RBBP5	TCGA-OV	11
ENSG00000116791	CRYZ	TCGA-READ	11
ENSG00000116254	CHD5	TCGA-HNSC	11
ENSG00000116128	BCL9	TCGA-READ	11
ENSG00000115966	ATF2	TCGA-TGCT	11
ENSG00000115841	RMDN2	TCGA-PRAD	11
ENSG00000115828	QPCT	TCGA-LGG	11
ENSG00000115758	ODC1	TCGA-LIHC	11
ENSG00000114786	ABHD14A-ACY1	TCGA-PRAD	11
ENSG00000114209	PDCD10	TCGA-LIHC	11
ENSG00000114120	SLC25A36	TCGA-PCPG	11
ENSG00000113742	CPEB4	TCGA-LGG	11
ENSG00000113600	C9	TCGA-UVM	11
ENSG00000113597	TRAPPC13	TCGA-SKCM	11
ENSG00000113300	CNOT6	TCGA-SKCM	11
ENSG00000112742	TTK	TCGA-THCA	11
ENSG00000112159	MDN1	TCGA-MESO	11
ENSG00000112146	FBXO9	TCGA-PCPG	11
ENSG00000111669	TPI1	TCGA-PAAD	11
ENSG00000111348	ARHGDIB	TCGA-STAD	11
ENSG00000111224	PARP11	TCGA-HNSC	11
ENSG00000110330	BIRC2	TCGA-COAD	11
ENSG00000110066	SUV420H1	TCGA-READ	11
ENSG00000110057	UNC93B1	TCGA-LUSC	11
ENSG00000109991	P2RX3	TCGA-UCEC	11
ENSG00000109819	PPARGC1A	TCGA-MESO	11
ENSG00000109670	FBXW7	TCGA-CESC	11
ENSG00000108344	PSMD3	TCGA-PCPG	11
ENSG00000108179	PPIF	TCGA-TGCT	11
ENSG00000107223	EDF1	TCGA-ACC	11
ENSG00000107130	NCS1	TCGA-STAD	11
ENSG00000107104	KANK1	TCGA-STAD	11
ENSG00000106554	CHCHD3	TCGA-UVM	11
ENSG00000106086	PLEKHA8	TCGA-KIRP	11
ENSG00000105971	CAV2	TCGA-PAAD	11
ENSG00000105948	TTC26	TCGA-PRAD	11
ENSG00000105865	DUS4L	TCGA-PCPG	11
ENSG00000105656	ELL	TCGA-SKCM	11
ENSG00000104870	FCGRT	TCGA-HNSC	11
ENSG00000104827	CGB	TCGA-HNSC	11
ENSG00000104825	NFKBIB	TCGA-UCEC	11
ENSG00000104731	KLHDC4	TCGA-KICH	11
ENSG00000104490	NCALD	TCGA-COAD	11
ENSG00000103942	HOMER2	TCGA-HNSC	11
ENSG00000103496	STX4	TCGA-BLCA	11
ENSG00000103194	USP10	TCGA-LUAD	11
ENSG00000103034	NDRG4	TCGA-UCEC	11
ENSG00000102935	ZNF423	TCGA-PCPG	11
ENSG00000102910	LONP2	TCGA-THCA	11
ENSG00000102531	FNDC3A	TCGA-LUAD	11
ENSG00000102387	TAF7L	TCGA-READ	11
ENSG00000102312	PORCN	TCGA-HNSC	11
ENSG00000102287	GABRE	TCGA-BRCA	11
ENSG00000101282	RSPO4	TCGA-PAAD	11
ENSG00000101152	DNAJC5	TCGA-LUSC	11
ENSG00000101057	MYBL2	TCGA-STAD	11
ENSG00000100567	PSMA3	TCGA-LIHC	11
ENSG00000100393	EP300	TCGA-ESCA	11
ENSG00000090971	NAT14	TCGA-ESCA	11
ENSG00000088205	DDX18	TCGA-CESC	11
ENSG00000087842	PIR	TCGA-STAD	11
ENSG00000087589	CASS4	TCGA-LUSC	11
ENSG00000085721	RRN3	TCGA-HNSC	11
ENSG00000084112	SSH1	TCGA-PCPG	11
ENSG00000083857	FAT1	TCGA-LIHC	11
ENSG00000083812	ZNF324	TCGA-STAD	11
ENSG00000083782	EPYC	TCGA-STAD	11
ENSG00000083782	EPYC	TCGA-HNSC	11
ENSG00000081177	EXD2	TCGA-UCEC	11
ENSG00000079999	KEAP1	TCGA-LIHC	11
ENSG00000079974	RABL2B	TCGA-STAD	11
ENSG00000078579	FGF20	TCGA-CESC	11
ENSG00000077044	DGKD	TCGA-UCEC	11
ENSG00000076944	STXBP2	TCGA-LUSC	11
ENSG00000073614	KDM5A	TCGA-SKCM	11
ENSG00000073350	LLGL2	TCGA-SARC	11
ENSG00000070915	SLC12A3	TCGA-MESO	11
ENSG00000070882	OSBPL3	TCGA-OV	11
ENSG00000070610	GBA2	TCGA-LGG	11
ENSG00000068885	IFT80	TCGA-SKCM	11
ENSG00000067596	DHX8	TCGA-CESC	11
ENSG00000067066	SP100	TCGA-LUAD	11
ENSG00000066583	ISOC1	TCGA-HNSC	11
ENSG00000066136	NFYC	TCGA-OV	11
ENSG00000065613	SLK	TCGA-TGCT	11
ENSG00000064300	NGFR	TCGA-UCS	11
ENSG00000061918	GUCY1B3	TCGA-LGG	11
ENSG00000055483	USP36	TCGA-LUSC	11
ENSG00000044524	EPHA3	TCGA-SKCM	11
ENSG00000042317	SPATA7	TCGA-PCPG	11
ENSG00000042317	SPATA7	TCGA-MESO	11
ENSG00000013619	MAMLD1	TCGA-UCEC	11
ENSG00000013583	HEBP1	TCGA-PRAD	11
ENSG00000011422	PLAUR	TCGA-LIHC	11
ENSG00000008438	PGLYRP1	TCGA-LGG	11
ENSG00000005981	ASB4	TCGA-PRAD	11
ENSG00000003509	NDUFAF7	TCGA-UVM	11
ENSG00000002746	HECW1	TCGA-LAML	11
ENSG00000277494	GPIHBP1	TCGA-LUSC	10
ENSG00000277322	GOLGA6L6	TCGA-LUAD	10
ENSG00000277150	F8A3	TCGA-LUSC	10
ENSG00000276345	AC004556.3	TCGA-MESO	10
ENSG00000276231	PIK3R6	TCGA-STAD	10
ENSG00000275052	PPP4R3B	TCGA-ACC	10
ENSG00000274286	ADRA2B	TCGA-PRAD	10
ENSG00000273749	CYFIP1	TCGA-MESO	10
ENSG00000267318	RP11-178C3.1	TCGA-CHOL	10
ENSG00000261787	TCF24	TCGA-STAD	10
ENSG00000260342	RP11-1035H13.3	TCGA-PRAD	10
ENSG00000260314	MRC1	TCGA-LIHC	10
ENSG00000260238	PMF1-BGLAP	TCGA-HNSC	10
ENSG00000256294	ZNF225	TCGA-HNSC	10
ENSG00000256229	ZNF486	TCGA-PCPG	10
ENSG00000255307	OR52B2	TCGA-UCEC	10
ENSG00000253251	CTC-534A2.2	TCGA-LIHC	10
ENSG00000245848	CEBPA	TCGA-LAML	10
ENSG00000244355	LY6G6D	TCGA-CESC	10
ENSG00000243943	ZNF512	TCGA-HNSC	10
ENSG00000243811	APOBEC3D	TCGA-PAAD	10
ENSG00000243147	MRPL33	TCGA-LAML	10
ENSG00000241058	NSUN6	TCGA-BRCA	10
ENSG00000240403	KIR3DL2	TCGA-LUSC	10
ENSG00000239590	OR1J4	TCGA-UCEC	10
ENSG00000239590	OR1J4	TCGA-GBM	10
ENSG00000234965	SHISA8	TCGA-PCPG	10
ENSG00000233917	POTEB	TCGA-SKCM	10
ENSG00000233816	IFNA13	TCGA-THCA	10
ENSG00000232629	HLA-DQB2	TCGA-ESCA	10
ENSG00000231924	PSG1	TCGA-UVM	10
ENSG00000228474	OST4	TCGA-UVM	10
ENSG00000223496	EXOSC6	TCGA-CESC	10
ENSG00000221986	MYBPHL	TCGA-ESCA	10
ENSG00000215203	GRXCR1	TCGA-THCA	10
ENSG00000214652	RP11-3N2.13	TCGA-PRAD	10
ENSG00000214643	DEFB133	TCGA-COAD	10
ENSG00000214530	STARD10	TCGA-OV	10
ENSG00000214435	AS3MT	TCGA-HNSC	10
ENSG00000214357	NEURL1B	TCGA-HNSC	10
ENSG00000213930	GALT	TCGA-LUSC	10
ENSG00000211460	TSN	TCGA-LIHC	10
ENSG00000211452	DIO1	TCGA-PCPG	10
ENSG00000206561	COLQ	TCGA-UCEC	10
ENSG00000206260	PRR23A	TCGA-BRCA	10
ENSG00000205856	C22orf42	TCGA-ACC	10
ENSG00000205572	SERF1B	TCGA-STAD	10
ENSG00000205436	EXOC3L4	TCGA-ESCA	10
ENSG00000205238	SPDYE2	TCGA-UCEC	10
ENSG00000205097	FRG2	TCGA-SKCM	10
ENSG00000204967	PCDHA4	TCGA-PRAD	10
ENSG00000204918	PRR20B	TCGA-THCA	10
ENSG00000204519	ZNF551	TCGA-LUAD	10
ENSG00000204001	LCN8	TCGA-THCA	10
ENSG00000198959	TGM2	TCGA-BLCA	10
ENSG00000198793	MTOR	TCGA-READ	10
ENSG00000198763	MT-ND2	TCGA-OV	10
ENSG00000198682	PAPSS2	TCGA-LUAD	10
ENSG00000198242	RPL23A	TCGA-OV	10
ENSG00000198169	ZNF251	TCGA-THCA	10
ENSG00000198129	DEFB107B	TCGA-BRCA	10
ENSG00000198053	SIRPA	TCGA-READ	10
ENSG00000197928	ZNF677	TCGA-SKCM	10
ENSG00000197872	FAM49A	TCGA-TGCT	10
ENSG00000197776	KLHDC1	TCGA-THCA	10
ENSG00000197702	PARVA	TCGA-HNSC	10
ENSG00000197081	IGF2R	TCGA-COAD	10
ENSG00000197046	SIGLEC15	TCGA-BLCA	10
ENSG00000196683	TOMM7	TCGA-READ	10
ENSG00000196597	ZNF782	TCGA-LIHC	10
ENSG00000196535	MYO18A	TCGA-SKCM	10
ENSG00000196502	SULT1A1	TCGA-OV	10
ENSG00000196498	NCOR2	TCGA-ESCA	10
ENSG00000196470	SIAH1	TCGA-LGG	10
ENSG00000196419	XRCC6	TCGA-LIHC	10
ENSG00000196242	OR2C3	TCGA-LUAD	10
ENSG00000196159	FAT4	TCGA-ACC	10
ENSG00000196099	OR6M1	TCGA-KIRP	10
ENSG00000189298	ZKSCAN3	TCGA-PCPG	10
ENSG00000189252	SPANXN3	TCGA-TGCT	10
ENSG00000189050	RNFT1	TCGA-COAD	10
ENSG00000188981	MSANTD1	TCGA-TGCT	10
ENSG00000188676	IDO2	TCGA-UCEC	10
ENSG00000188641	DPYD	TCGA-LIHC	10
ENSG00000188404	SELL	TCGA-MESO	10
ENSG00000188393	CLEC2A	TCGA-CESC	10
ENSG00000188089	PLA2G4E	TCGA-LAML	10
ENSG00000187764	SEMA4D	TCGA-BLCA	10
ENSG00000187730	GABRD	TCGA-OV	10
ENSG00000187664	HAPLN4	TCGA-PCPG	10
ENSG00000187605	TET3	TCGA-PAAD	10
ENSG00000187531	SIRT7	TCGA-UCEC	10
ENSG00000187260	WDR86	TCGA-BLCA	10
ENSG00000187140	FOXD3	TCGA-LIHC	10
ENSG00000187037	GPR141	TCGA-UCEC	10
ENSG00000186910	SERPINA11	TCGA-LIHC	10
ENSG00000186827	TNFRSF4	TCGA-BRCA	10
ENSG00000186660	ZFP91	TCGA-BLCA	10
ENSG00000186509	OR9Q1	TCGA-LUSC	10
ENSG00000186376	ZNF75D	TCGA-OV	10
ENSG00000186306	OR10T2	TCGA-STAD	10
ENSG00000186226	LCE1E	TCGA-UCEC	10
ENSG00000185686	PRAME	TCGA-SKCM	10
ENSG00000185504	C17orf70	TCGA-LUSC	10
ENSG00000185436	IFNLR1	TCGA-CESC	10
ENSG00000185298	CCDC137	TCGA-UCEC	10
ENSG00000185053	SGCZ	TCGA-PCPG	10
ENSG00000184613	NELL2	TCGA-PAAD	10
ENSG00000184517	ZFP1	TCGA-STAD	10
ENSG00000184350	MRGPRE	TCGA-UCEC	10
ENSG00000184343	SRPK3	TCGA-HNSC	10
ENSG00000183979	NPB	TCGA-MESO	10
