GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000152240	HAUS1	TCGA-THYM	1.09228464763888E-35	5.97236122782042E-30
ENSG00000177663	IL17RA	TCGA-THYM	5.63023276028606E-67	3.07848177797093E-61
ENSG00000182362	YBEY	TCGA-THYM	8.77321205148301E-78	4.79699056587373E-72
ENSG00000133069	TMCC2	TCGA-THYM	3.15209900225018E-70	1.72349523615335E-64
ENSG00000213694	S1PR3	TCGA-THYM	2.6930613138759E-19	1.47250398601712E-13
ENSG00000112651	MRPL2	TCGA-THYM	9.61020470638108E-51	5.25463889874093E-45
ENSG00000162595	DIRAS3	TCGA-THYM	1.76036453757214E-69	9.62526840760082E-64
ENSG00000058404	CAMK2B	TCGA-THYM	3.35469749885066E-32	1.83427143432907E-26
ENSG00000181609	OR52D1	TCGA-THYM	6.38973888188117E-57	3.49376225661834E-51
ENSG00000256591	RP11-286N22.8	TCGA-THYM	4.95853841272542E-08	0.027112147576947700
ENSG00000205309	NT5M	TCGA-THYM	7.47974970003409E-74	4.08975510173554E-68
ENSG00000114416	FXR1	TCGA-THYM	3.05570243429458E-22	1.67078780991629E-16
ENSG00000173114	LRRN3	TCGA-THYM	3.94756661216883E-08	0.02158438629501840
ENSG00000092931	MFSD11	TCGA-THYM	7.33314539560146E-77	4.00959523997078E-71
ENSG00000196497	IPO4	TCGA-THYM	4.74084471854939E-72	2.59218485267428E-66
ENSG00000151729	SLC25A4	TCGA-THYM	8.9619267965927E-51	4.90017544806056E-45
ENSG00000107863	ARHGAP21	TCGA-THYM	1.5969539555111E-51	8.73177692932495E-46
ENSG00000136250	AOAH	TCGA-THYM	2.97309888549651E-47	1.62562208931513E-41
ENSG00000204410	MSH5	TCGA-THYM	9.74702438727788E-47	5.32944875340264E-41
ENSG00000237521	OR7E24	TCGA-THYM	4.00787153322007E-66	2.19141197331947E-60
ENSG00000119682	AREL1	TCGA-THYM	3.94512645034935E-10	2.15710440514266E-04
ENSG00000172155	LCE1D	TCGA-THYM	1.78677196754941E-68	9.76965816100765E-63
ENSG00000079335	CDC14A	TCGA-THYM	3.65645631110146E-11	1.99926621241512E-05
ENSG00000080345	RIF1	TCGA-THYM	1.05437471294034E-80	5.76507842417382E-75
ENSG00000106123	EPHB6	TCGA-THYM	1.21221451510705E-67	6.6281101592669E-62
ENSG00000078124	ACER3	TCGA-THYM	2.62665388686594E-87	1.4361939322989E-81
ENSG00000164120	HPGD	TCGA-THYM	6.64633315547655E-72	3.634062103752E-66
ENSG00000072864	NDE1	TCGA-THYM	2.37254037784653E-10	1.29725051017779E-04
ENSG00000099910	KLHL22	TCGA-THYM	3.34946742734929E-20	1.83141175152376E-14
ENSG00000142182	DNMT3L	TCGA-THYM	1.20242439569341E-67	6.57458003804054E-62
ENSG00000198715	C1orf85	TCGA-THYM	3.0118261680396E-63	1.64679727668219E-57
ENSG00000182667	NTM	TCGA-THYM	1.2519609011965E-13	6.84543425673517E-08
ENSG00000176136	MC5R	TCGA-THYM	1.15187298434226E-88	6.2981765475971E-83
ENSG00000180834	MAP6D1	TCGA-THYM	2.73881276912028E-09	0.0014975198294612800
ENSG00000115464	USP34	TCGA-THYM	8.17514673065931E-72	4.46998220394971E-66
ENSG00000166965	RCCD1	TCGA-THYM	1.50266870382995E-41	8.21624685874031E-36
ENSG00000167139	TBC1D21	TCGA-THYM	1.32637719981184E-48	7.25232546181518E-43
ENSG00000232388	LINC00493	TCGA-THYM	7.9309946818343E-81	4.33648547914931E-75
ENSG00000118898	PPL	TCGA-THYM	1.08127880915036E-76	5.91218383430807E-71
ENSG00000130844	ZNF331	TCGA-THYM	7.00202870650223E-69	3.82854825005517E-63
ENSG00000091140	DLD	TCGA-THYM	6.1075023416593E-12	3.33944180786545E-06
ENSG00000059573	ALDH18A1	TCGA-THYM	6.58865746502068E-22	3.60252636275161E-16
ENSG00000152520	PAN3	TCGA-THYM	2.89959239900444E-52	1.58543043315045E-46
ENSG00000177425	PAWR	TCGA-THYM	1.66080963244502E-26	9.08092508399389E-21
ENSG00000204977	TRIM13	TCGA-THYM	2.13420842593764E-11	1.1669360805089E-05
ENSG00000175336	APOF	TCGA-THYM	2.39875728814816E-86	1.31158531374179E-80
ENSG00000131668	BARX1	TCGA-THYM	4.41998911941244E-56	2.41674839074498E-50
ENSG00000159871	LYPD5	TCGA-THYM	5.66070360136221E-35	3.09514253304202E-29
ENSG00000117862	TXNDC12	TCGA-THYM	6.06879750842274E-119	3.31827889526286E-113
ENSG00000112972	HMGCS1	TCGA-THYM	9.52358111539416E-135	5.20727511153187E-129
ENSG00000138395	CDK15	TCGA-THYM	1.61920110251241E-35	8.85341921228429E-30
ENSG00000134339	SAA2	TCGA-THYM	8.22191007591755E-72	4.49555132557997E-66
ENSG00000070010	UFD1L	TCGA-THYM	4.7697339201238E-46	2.60798080364353E-40
ENSG00000247077	PGAM5	TCGA-THYM	1.03762757016946E-58	5.67350889934549E-53
ENSG00000130368	MAS1	TCGA-THYM	2.70958321532272E-63	1.48153778172451E-57
ENSG00000149091	DGKZ	TCGA-THYM	1.15933759776228E-11	6.33899133691664E-06
ENSG00000137251	TINAG	TCGA-THYM	1.78048827997291E-61	9.73530040258746E-56
ENSG00000197756	RPL37A	TCGA-THYM	1.21552701815645E-70	6.64622216406529E-65
ENSG00000169855	ROBO1	TCGA-THYM	8.86435278810863E-35	4.84682422442367E-29
ENSG00000183010	PYCR1	TCGA-THYM	1.81511844451735E-25	9.92465017737865E-20
ENSG00000272617	RP11-343C2.12	TCGA-THYM	9.93528599302207E-15	5.43238586940663E-09
ENSG00000104228	TRIM35	TCGA-THYM	7.44623820098001E-20	4.07143178481725E-14
ENSG00000159182	PRAC1	TCGA-THYM	1.0065304418583E-32	5.50347695407958E-27
ENSG00000134508	CABLES1	TCGA-THYM	1.35506928728936E-66	7.40920719696215E-61
ENSG00000035499	DEPDC1B	TCGA-THYM	6.34798949952793E-18	3.47093465458338E-12
ENSG00000064763	FAR2	TCGA-THYM	2.09055137021406E-08	0.01143065406551530
ENSG00000171492	LRRC8D	TCGA-THYM	5.5813313509141E-77	3.05174361205876E-71
ENSG00000172167	MTBP	TCGA-THYM	4.83068393510736E-15	2.6413068699862E-09
ENSG00000077463	SIRT6	TCGA-THYM	6.06008610041172E-71	3.31351569772482E-65
ENSG00000285976	AL135905.2	TCGA-THYM	4.60772459165813E-76	2.51939782905306E-70
ENSG00000158158	CNNM4	TCGA-THYM	5.05759728323729E-61	2.76537786973664E-55
ENSG00000139899	CBLN3	TCGA-THYM	1.29036188254417E-115	7.05540199051856E-110
ENSG00000158104	HPD	TCGA-THYM	4.06823411119492E-61	2.22441684261682E-55
ENSG00000100385	IL2RB	TCGA-THYM	1.19421221404461E-19	6.52967771758672E-14
ENSG00000205111	CDKL4	TCGA-THYM	5.23850474495476E-24	2.86429390893213E-18
ENSG00000198712	MT-CO2	TCGA-THYM	2.06209488011897E-98	1.12750605226681E-92
ENSG00000177674	AGTRAP	TCGA-THYM	1.99608420924635E-30	1.09141293567909E-24
ENSG00000189350	FAM179A	TCGA-THYM	2.14916644477235E-67	1.17511478117329E-61
ENSG00000120451	SNX19	TCGA-THYM	1.4320059788642E-112	7.8298793310543E-107
ENSG00000182111	ZNF716	TCGA-THYM	7.35245440957205E-62	4.02015296470258E-56
ENSG00000186777	ZNF732	TCGA-THYM	1.52585377356366E-101	8.3430174874782E-96
ENSG00000092445	TYRO3	TCGA-THYM	3.1230253832117E-65	1.70759844995634E-59
ENSG00000173540	GMPPB	TCGA-THYM	8.98284084203237E-39	4.91161076708393E-33
ENSG00000127530	OR7C1	TCGA-CESC	5.73510531670969E-10	3.13582367975458E-04
ENSG00000196859	KRT39	TCGA-THYM	4.28009794189232E-76	2.34025911237406E-70
ENSG00000186810	CXCR3	TCGA-THYM	5.60644359090156E-46	3.06547440730238E-40
ENSG00000180708	OR10K2	TCGA-THYM	7.63607514915769E-39	4.17523026183099E-33
ENSG00000178896	EXOSC4	TCGA-THYM	1.00111879972937E-10	5.47388733959625E-05
ENSG00000160818	GPATCH4	TCGA-THYM	8.16833095277654E-59	4.4662554933663E-53
ENSG00000089335	ZNF302	TCGA-THYM	1.96915978359214E-77	1.07669127899316E-71
ENSG00000123388	HOXC11	TCGA-THYM	3.20279018222322E-54	1.75121200746546E-48
ENSG00000185742	C11orf87	TCGA-THYM	4.77587436991829E-68	2.61133826036081E-62
ENSG00000107331	ABCA2	TCGA-THYM	2.94928860075883E-26	1.61260317325711E-20
ENSG00000128298	BAIAP2L2	TCGA-THYM	1.02136718999081E-24	5.58460088041604E-19
ENSG00000100280	AP1B1	TCGA-THYM	1.17492685237272E-50	6.42422979559797E-45
ENSG00000109738	GLRB	TCGA-THYM	6.64374897640217E-64	3.63264913407025E-58
ENSG00000196323	ZBTB44	TCGA-THYM	1.07026908353007E-54	5.85198518685319E-49
ENSG00000242616	GNG10	TCGA-SKCM	2.20251909493117E-09	0.0012042867831691800
ENSG00000169877	AHSP	TCGA-THYM	1.3205052218516E-27	7.22021883688353E-22
ENSG00000145819	ARHGAP26	TCGA-THYM	8.07590096758446E-64	4.41571690335293E-58
ENSG00000122482	ZNF644	TCGA-THYM	4.5720434274069E-09	0.0024998881891072600
ENSG00000066777	ARFGEF1	TCGA-THYM	3.98893708913432E-51	2.18105905478559E-45
ENSG00000138675	FGF5	TCGA-THYM	1.68656747704732E-67	9.22176305397501E-62
ENSG00000092621	PHGDH	TCGA-THYM	3.31573713102214E-51	1.81296880128889E-45
ENSG00000074855	ANO8	TCGA-THYM	8.52260415030787E-26	4.65996392949288E-20
ENSG00000142632	ARHGEF19	TCGA-THYM	1.08336372635873E-79	5.92358368207248E-74
ENSG00000095637	SORBS1	TCGA-THYM	1.53689664572251E-71	8.40339737258216E-66
ENSG00000132680	KIAA0907	TCGA-THYM	1.8271833172167E-12	9.99061812637796E-07
ENSG00000124942	AHNAK	TCGA-THYM	2.95115496460278E-90	1.61362365808061E-84
ENSG00000179144	GIMAP7	TCGA-THYM	7.56236120805722E-57	4.1349251742579E-51
ENSG00000124067	SLC12A4	TCGA-THYM	2.18027900849598E-88	1.19212641542841E-82
ENSG00000146755	TRIM50	TCGA-THYM	8.95544988989953E-79	4.89663402444959E-73
ENSG00000117597	DIEXF	TCGA-THYM	1.42314402026199E-61	7.78142417966793E-56
ENSG00000175197	DDIT3	TCGA-THYM	4.8898114058144E-57	2.67363641103698E-51
ENSG00000170275	CRTAP	TCGA-THYM	2.46733711722453E-19	1.34908318694468E-13
ENSG00000059758	CDK17	TCGA-THYM	4.33840254439642E-59	2.37213872801744E-53
ENSG00000164684	ZNF704	TCGA-THYM	4.69456535796436E-12	2.56688036273168E-06
ENSG00000122912	SLC25A16	TCGA-THYM	2.40593562054031E-75	1.31551026079217E-69
ENSG00000124429	POF1B	TCGA-LIHC	6.79676675508264E-08	0.0371631573604382
ENSG00000150394	CDH8	TCGA-THYM	1.46422142260222E-47	8.00602596786174E-42
ENSG00000164287	CDC20B	TCGA-THYM	7.39926989871411E-38	4.0457505974092E-32
ENSG00000111669	TPI1	TCGA-THYM	2.91452906916227E-23	1.59359746084934E-17
ENSG00000143217	PVRL4	TCGA-THYM	2.75313400832466E-27	1.50535035366973E-21
ENSG00000004059	ARF5	TCGA-THYM	5.02738096405604E-23	2.74885628138367E-17
ENSG00000186815	TPCN1	TCGA-THYM	2.22677699735569E-70	1.21755044628315E-64
ENSG00000161036	LRWD1	TCGA-THYM	1.32727075054393E-13	7.25721119170157E-08
ENSG00000196184	OR10J1	TCGA-THYM	2.67773810434008E-47	1.46412560747675E-41
ENSG00000187091	PLCD1	TCGA-THYM	3.08964480907915E-51	1.68934671977387E-45
ENSG00000101307	SIRPB1	TCGA-THYM	1.07812563130036E-31	5.89494298305514E-26
ENSG00000198042	MAK16	TCGA-THYM	5.79298428588508E-45	3.16747056888338E-39
ENSG00000017260	ATP2C1	TCGA-THYM	2.7613857773823E-80	1.50986223119976E-74
ENSG00000178804	H1FOO	TCGA-THYM	5.42330115701306E-56	2.96533633672813E-50
ENSG00000205795	CYS1	TCGA-THYM	2.25268565441729E-72	1.23171670406532E-66
ENSG00000197061	HIST1H4C	TCGA-THYM	5.57427439896083E-65	3.04788503304061E-59
ENSG00000130829	DUSP9	TCGA-THYM	2.76904679579295E-61	1.51405109986328E-55
ENSG00000150637	CD226	TCGA-THYM	3.18467940122722E-31	1.74130944896482E-25
ENSG00000146352	CLVS2	TCGA-THYM	4.4922068071074E-76	2.45623536136976E-70
ENSG00000011422	PLAUR	TCGA-THYM	1.18092352880648E-09	6.45701824310219E-04
ENSG00000163531	NFASC	TCGA-THYM	2.36004928167816E-58	1.29042066608814E-52
ENSG00000124196	GTSF1L	TCGA-THYM	9.08283633021124E-32	4.96628600012391E-26
ENSG00000172673	THEMIS	TCGA-THYM	5.31019087853358E-54	2.90349023799195E-48
ENSG00000139194	RBP5	TCGA-THYM	4.38571408696307E-29	2.39800759132741E-23
ENSG00000100095	SEZ6L	TCGA-THYM	1.44230253979378E-74	7.88617855800826E-69
ENSG00000173559	NABP1	TCGA-THYM	1.36740125828447E-67	7.4766355780101E-62
ENSG00000185899	TAS2R60	TCGA-THYM	1.24341823992671E-44	6.79872494972409E-39
ENSG00000058799	YIPF1	TCGA-THYM	4.3464414242176E-08	0.023765342026094300
ENSG00000100902	PSMA6	TCGA-THYM	1.92129452393975E-52	1.05051965591621E-46
ENSG00000204614	TRIM40	TCGA-THYM	1.19778485748534E-40	6.54921211021264E-35
ENSG00000131126	TEX101	TCGA-COAD	1.82263022264093E-08	0.009965722852449370
ENSG00000139985	ADAM21	TCGA-THYM	4.01254237015145E-46	2.1939658795243E-40
ENSG00000136936	XPA	TCGA-THYM	5.11131301563206E-65	2.79474839674825E-59
ENSG00000124374	PAIP2B	TCGA-THYM	6.58545895742157E-63	3.60077749236209E-57
ENSG00000204599	TRIM39	TCGA-THYM	3.72411132657621E-60	2.03625841881136E-54
ENSG00000173660	UQCRH	TCGA-THYM	2.09392598385842E-56	1.14491056767616E-50
ENSG00000054116	TRAPPC3	TCGA-THYM	8.4009449117342E-16	4.59344345600329E-10
ENSG00000173744	AGFG1	TCGA-THYM	1.77613613181188E-51	9.71150385743703E-46
ENSG00000174628	IQCK	TCGA-THYM	3.56084264397417E-77	1.94698685834426E-71
ENSG00000146963	C7orf55-LUC7L2	TCGA-THYM	2.01872150170382E-48	1.10379048653711E-42
ENSG00000164879	CA3	TCGA-THYM	8.87119206606798E-23	4.85056378430845E-17
ENSG00000170234	PWWP2A	TCGA-THYM	2.88866862937366E-67	1.57945756716304E-61
ENSG00000135966	TGFBRAP1	TCGA-THYM	3.69299071581576E-20	2.01924238462159E-14
ENSG00000132017	DCAF15	TCGA-THYM	1.88579678394562E-53	1.03111030813543E-47
ENSG00000186265	BTLA	TCGA-THYM	1.6722251707481E-79	9.14334262186133E-74
ENSG00000185940	KRTAP5-5	TCGA-THYM	3.93410572707658E-53	2.15107852713375E-47
ENSG00000129991	TNNI3	TCGA-THYM	2.25181270281446E-23	1.23123939420678E-17
ENSG00000163535	SGOL2	TCGA-THYM	4.7458574709329E-59	2.59492571038428E-53
ENSG00000004487	KDM1A	TCGA-THYM	4.4882502988079E-70	2.45407203363129E-64
ENSG00000115652	UXS1	TCGA-THYM	9.41735330173393E-103	5.14919218626217E-97
ENSG00000187094	CCK	TCGA-THYM	1.52684970434519E-11	8.34846300792753E-06
ENSG00000149516	MS4A3	TCGA-THYM	3.01886199237651E-34	1.65064430360565E-28
ENSG00000078900	TP73	TCGA-THYM	4.62184772260791E-48	2.52712003222439E-42
ENSG00000214435	AS3MT	TCGA-THYM	3.02453611865866E-112	1.65374678535183E-106
ENSG00000214285	NPS	TCGA-THYM	3.55733546572405E-62	1.9450692139422E-56
ENSG00000174792	C4orf26	TCGA-THYM	4.89979196308049E-39	2.67909355019726E-33
ENSG00000008282	SYPL1	TCGA-UCEC	1.13415252371295E-09	6.20128514458194E-04
ENSG00000182325	FBXL6	TCGA-THYM	3.53878289745241E-57	1.93492509632034E-51
ENSG00000102312	PORCN	TCGA-THYM	1.1713034607476E-28	6.4044179235719E-23
ENSG00000115970	THADA	TCGA-THYM	2.7846158156933E-12	1.52256388185734E-06
ENSG00000205639	MFSD2B	TCGA-THYM	1.08283956595833E-65	5.92071769355997E-60
ENSG00000027075	PRKCH	TCGA-THYM	2.1638325164707E-15	1.1831338518583E-09
ENSG00000160181	TFF2	TCGA-THYM	3.97881486789131E-59	2.17552445702101E-53
ENSG00000185670	ZBTB3	TCGA-THYM	7.17143143221424E-116	3.9211737642118E-110
ENSG00000119771	KLHL29	TCGA-THYM	1.42287633770873E-51	7.77996055303368E-46
ENSG00000104047	DTWD1	TCGA-THYM	2.88007602785137E-55	1.57475933028049E-49
ENSG00000162227	TAF6L	TCGA-THYM	1.88092595582095E-50	1.02844705134591E-44
ENSG00000175600	SUGCT	TCGA-THYM	5.91383311443431E-30	3.23354792881105E-24
ENSG00000204576	PRR3	TCGA-THYM	1.09735773125366E-21	6.00009968221684E-16
ENSG00000145936	KCNMB1	TCGA-THYM	8.731102977709E-14	4.77396629284279E-08
ENSG00000173145	NOC3L	TCGA-THYM	2.11217976101547E-60	1.15489131318876E-54
ENSG00000136634	IL10	TCGA-THYM	2.68117104140691E-114	1.46600265850735E-108
ENSG00000087494	PTHLH	TCGA-THYM	1.04512442874713E-11	5.7144999977707E-06
ENSG00000113722	CDX1	TCGA-THYM	6.33402830629607E-23	3.46330099523165E-17
ENSG00000060718	COL11A1	TCGA-THYM	7.68633788917261E-13	4.20271277202813E-07
ENSG00000171798	KNDC1	TCGA-THYM	1.89581889513413E-47	1.03659016802475E-41
ENSG00000241484	ARHGAP8	TCGA-THYM	7.05994571543947E-10	3.86021593845085E-04
ENSG00000164125	FAM198B	TCGA-THYM	1.46573409433605E-26	8.01429690898783E-21
ENSG00000072163	LIMS2	TCGA-THYM	3.22473026362267E-67	1.76320833935281E-61
ENSG00000181191	PJA1	TCGA-THYM	3.71649012136806E-69	2.03209131909127E-63
ENSG00000086504	MRPL28	TCGA-THYM	7.1148373067146E-28	3.89022939805349E-22
ENSG00000111667	USP5	TCGA-THYM	9.19111996504516E-112	5.0254930011275E-106
ENSG00000105246	EBI3	TCGA-THYM	1.37610978109122E-23	7.52425177775717E-18
ENSG00000180488	FAM73A	TCGA-THYM	8.98522486295763E-50	4.91291429489339E-44
ENSG00000205426	KRT81	TCGA-THYM	8.70543830879554E-14	4.7599334421683E-08
ENSG00000112462	OR12D3	TCGA-THYM	3.4887044032475E-24	1.90754332749446E-18
ENSG00000218891	ZNF579	TCGA-THYM	3.52118679988368E-81	1.92530395488E-75
ENSG00000184349	EFNA5	TCGA-THYM	1.57700030946084E-46	8.62267498206073E-41
ENSG00000111321	LTBR	TCGA-THYM	3.99358167144488E-64	2.18359860556762E-58
ENSG00000135314	KHDC1	TCGA-THYM	6.11437207264347E-40	3.34319801876378E-34
ENSG00000113716	HMGXB3	TCGA-THYM	6.62040273741011E-41	3.61988394755289E-35
ENSG00000181767	OR8H2	TCGA-THYM	2.30905216376555E-70	1.26253661494723E-64
ENSG00000149483	TMEM138	TCGA-THYM	6.3192116981509E-78	3.45519961467986E-72
ENSG00000140374	ETFA	TCGA-THYM	1.20199344840415E-99	6.57222371738077E-94
ENSG00000101457	DNTTIP1	TCGA-THYM	2.87357219325561E-27	1.57120318311172E-21
ENSG00000134874	DZIP1	TCGA-THYM	9.52722902156252E-80	5.20926970272289E-74
ENSG00000125457	MIF4GD	TCGA-THYM	1.48093823444229E-11	8.09742965013652E-06
ENSG00000196284	SUPT3H	TCGA-THYM	9.57668527039638E-26	5.23631124209152E-20
ENSG00000166546	BEAN1	TCGA-THYM	7.49817184714801E-65	4.09982790806805E-59
ENSG00000111358	GTF2H3	TCGA-THYM	1.39335193348605E-55	7.61852790135704E-50
ENSG00000149305	HTR3B	TCGA-THYM	1.54521095464538E-95	8.44885810148138E-90
ENSG00000129317	PUS7L	TCGA-CESC	1.59823536002131E-08	0.008738783354463740
ENSG00000005882	PDK2	TCGA-THYM	9.19617311262538E-57	5.02825594600197E-51
ENSG00000188986	NELFB	TCGA-THYM	1.86907830956319E-73	1.02196903086803E-67
ENSG00000149798	CDC42EP2	TCGA-THYM	2.64525803364688E-63	1.44636625186334E-57
ENSG00000128310	GALR3	TCGA-THYM	1.02687204191721E-67	5.61470014463365E-62
ENSG00000178607	ERN 1.00	TCGA-THYM	1.55487632494264E-67	8.5017061232316E-62
ENSG00000164162	ANAPC10	TCGA-THYM	4.89008039388479E-109	2.67378348752715E-103
ENSG00000229474	PATL2	TCGA-THYM	1.16493999837885E-15	6.3696239749359E-10
ENSG00000124743	KLHL31	TCGA-THYM	5.74677844998319E-118	3.14220628054646E-112
ENSG00000108599	AKAP10	TCGA-THYM	2.07230501216225E-70	1.13308871763504E-64
ENSG00000108799	EZH1	TCGA-THYM	2.69526063726452E-99	1.47370652546158E-93
ENSG00000166263	STXBP4	TCGA-THYM	5.83563215165091E-30	3.19078944098323E-24
ENSG00000176782	DEFB104A	TCGA-THYM	3.18185320104747E-72	1.73976414770913E-66
ENSG00000184677	ZBTB40	TCGA-THYM	2.05061072285739E-40	1.12122677921179E-34
ENSG00000104904	OAZ1	TCGA-THYM	5.27892887072932E-11	2.88639689115077E-05
ENSG00000006210	CX3CL1	TCGA-THYM	5.61291873156852E-25	3.06901486529084E-19
ENSG00000165912	PACSIN3	TCGA-THYM	7.51586561588712E-28	4.10950245385791E-22
ENSG00000131931	THAP1	TCGA-THYM	3.91675086570908E-40	2.14158928809981E-34
ENSG00000185340	GAS2L1	TCGA-THYM	4.60428365179373E-27	2.51751640227682E-21
ENSG00000183166	CALN1	TCGA-THYM	2.06221992168508E-57	1.1275744221192E-51
ENSG00000089057	SLC23A2	TCGA-THYM	1.84296463016546E-71	1.00769067158798E-65
ENSG00000135932	CAB39	TCGA-THYM	1.12564726112264E-52	6.15478032494854E-47
ENSG00000174307	PHLDA3	TCGA-THYM	5.17552716699188E-37	2.82985921778632E-31
ENSG00000135222	CSN2	TCGA-THYM	1.88636389453137E-75	1.03142039116018E-69
ENSG00000157992	KRTCAP3	TCGA-THYM	2.04025170903425E-67	1.11556270871062E-61
ENSG00000081842	PCDHA6	TCGA-CESC	1.02405302903442E-09	5.59928643056353E-04
ENSG00000081842	PCDHA6	TCGA-THYM	9.59927575335617E-72	5.24866319859283E-66
ENSG00000125046	SSUH2	TCGA-THYM	3.41598210143408E-69	1.86778044547582E-63
ENSG00000070748	CHAT	TCGA-THYM	4.95215531391727E-108	2.70772462607775E-102
ENSG00000204941	PSG5	TCGA-THYM	1.54355884224068E-71	8.43982473083833E-66
ENSG00000131721	RHOXF2	TCGA-THYM	4.53142336278025E-74	2.47767807203089E-68
ENSG00000130812	ANGPTL6	TCGA-THYM	2.3759522008472E-66	1.29911601652263E-60
ENSG00000198835	GJC2	TCGA-THYM	2.59606947312767E-11	1.41947107830833E-05
ENSG00000163874	ZC3H12A	TCGA-THYM	1.1607619803062E-39	6.34677953305881E-34
ENSG00000005100	DHX33	TCGA-THYM	1.14718570323749E-30	6.27254757259084E-25
ENSG00000169515	CCDC8	TCGA-THYM	7.27038779115994E-42	3.97528082528706E-36
ENSG00000120832	MTERFD3	TCGA-THYM	2.36764537778084E-79	1.29457403672687E-73
ENSG00000178125	PPP1R42	TCGA-THYM	8.31464392186584E-31	4.54625605966604E-25
ENSG00000143653	SCCPDH	TCGA-THYM	1.39220099875382E-58	7.61223485495616E-53
ENSG00000127241	MASP1	TCGA-THYM	1.13538871843376E-38	6.20804437299056E-33
ENSG00000048707	VPS13D	TCGA-THYM	2.90180663866759E-36	1.58664112847075E-30
ENSG00000109501	WFS1	TCGA-THYM	1.46654443049072E-51	8.01872764070424E-46
ENSG00000084674	APOB	TCGA-THYM	1.91201959571429E-17	1.04544833848587E-11
ENSG00000162188	GNG3	TCGA-THYM	1.44954902141609E-08	0.007925800652828280
ENSG00000185115	NDNL2	TCGA-THYM	1.0029486914358E-71	5.48389276657194E-66
ENSG00000197905	TEAD4	TCGA-THYM	5.79689962934102E-73	3.16961138863219E-67
ENSG00000141076	CIRH1A	TCGA-THYM	1.70127684642109E-75	9.30219050255584E-70
ENSG00000011600	TYROBP	TCGA-THYM	6.59481487142018E-94	3.60589309095051E-88
ENSG00000151657	KIN	TCGA-THYM	2.01458498859833E-10	1.10152873631083E-04
ENSG00000112242	E2F3	TCGA-THYM	6.33671342956673E-77	3.46476915887821E-71
ENSG00000156804	FBXO32	TCGA-LIHC	3.28010135147013E-08	0.01793483976652780
ENSG00000122145	TBX22	TCGA-THYM	8.08779265854249E-41	4.42221900645988E-35
ENSG00000151778	SERP2	TCGA-THYM	2.19824701447671E-68	1.20195090783453E-62
ENSG00000179300	ZCCHC5	TCGA-THYM	3.40526485686556E-90	1.86192050264238E-84
ENSG00000162992	NEUROD1	TCGA-THYM	6.87270693390442E-45	3.75783807919946E-39
ENSG00000043039	BARX2	TCGA-THYM	9.98440874729726E-94	5.45924506162095E-88
ENSG00000120549	KIAA1217	TCGA-THYM	5.95213843814968E-36	3.25449239879617E-30
ENSG00000165899	OTOGL	TCGA-THYM	2.05653437411678E-134	1.12446569547645E-128
ENSG00000139370	SLC15A4	TCGA-THYM	7.26694906793576E-68	3.97340061051871E-62
ENSG00000163909	HEYL	TCGA-THYM	3.3169443580253E-76	1.813628885248E-70
ENSG00000064270	ATP2C2	TCGA-THYM	1.72978699853568E-60	9.45807745698344E-55
ENSG00000196224	KRTAP5-3	TCGA-THYM	1.33801250707641E-63	7.31594464581717E-58
ENSG00000065325	GLP2R	TCGA-THYM	2.11762880920069E-54	1.15787072740832E-48
ENSG00000100987	VSX1	TCGA-THYM	2.0106112005784E-53	1.09935596041866E-47
ENSG00000176428	VPS37D	TCGA-THYM	1.26803706236024E-49	6.93333500846145E-44
ENSG00000147121	KRBOX4	TCGA-THYM	1.50063558839598E-39	8.20513025116389E-34
ENSG00000117411	B4GALT2	TCGA-THYM	4.96527619631656E-38	2.71489882279338E-32
ENSG00000103241	FOXF1	TCGA-THYM	1.44998628846955E-79	7.92819152850513E-74
ENSG00000165389	SPTSSA	TCGA-THYM	3.07069646708885E-53	1.67898620218544E-47
ENSG00000101160	CTSZ	TCGA-THYM	2.79628156289851E-11	1.52894244411696E-05
ENSG00000087237	CETP	TCGA-THYM	3.12187133615658E-22	1.70696744356969E-16
ENSG00000150867	PIP4K2A	TCGA-THYM	5.29847963191294E-12	2.89708679769846E-06
ENSG00000063046	EIF4B	TCGA-THYM	1.2170419443849E-12	6.65450543224945E-07
ENSG00000104218	CSPP1	TCGA-THYM	1.21126684740147E-60	6.62292853021635E-55
ENSG00000196912	ANKRD36B	TCGA-THYM	4.80522641793066E-42	2.62738728511687E-36
ENSG00000138039	LHCGR	TCGA-THYM	1.37502556742023E-57	7.51832354677334E-52
ENSG00000143575	HAX1	TCGA-THYM	6.01872841143386E-61	3.29090226461857E-55
ENSG00000177990	DPY19L2	TCGA-THYM	1.57262943278938E-38	8.59877603372281E-33
ENSG00000197938	OR5H2	TCGA-THYM	2.47618848274351E-54	1.35392291002905E-48
ENSG00000113742	CPEB4	TCGA-THYM	1.10604096087087E-17	6.04757758462091E-12
ENSG00000104361	NIPAL2	TCGA-THYM	3.18062109806617E-64	1.73909046213732E-58
ENSG00000114850	SSR3	TCGA-THYM	3.03644979239315E-75	1.66026090813535E-69
