GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000179820	MYADM	TCGA-THYM	2.48942756937454E-79	1.3611617380999E-73
ENSG00000143437	ARNT	TCGA-THYM	1.12166610663771E-20	6.13301228789049E-15
ENSG00000086062	B4GALT1	TCGA-THYM	1.1871673126539E-55	6.49115781710961E-50
ENSG00000175745	NR2F1	TCGA-THYM	2.4582446239491E-56	1.34411162074902E-50
ENSG00000181733	OR2Z1	TCGA-THYM	2.39138842540972E-40	1.30755618908025E-34
ENSG00000107731	UNC5B	TCGA-THYM	2.19083571721081E-55	1.19789858094937E-49
ENSG00000175575	PAAF1	TCGA-THYM	7.4066129143046E-16	4.04976558944472E-10
ENSG00000121104	FAM117A	TCGA-THYM	1.44645011895225E-09	7.90885656690352E-04
ENSG00000151806	GUF1	TCGA-THYM	2.48666573037914E-22	1.35965162805952E-16
ENSG00000197444	OGDHL	TCGA-THYM	8.15817094440382E-24	4.46070023446829E-18
ENSG00000145642	FAM159B	TCGA-THYM	1.12540317810645E-134	6.15344573515509E-129
ENSG00000158014	SLC30A2	TCGA-THYM	3.19928176799511E-14	1.74929368725906E-08
ENSG00000103148	NPRL3	TCGA-THYM	1.47943604860485E-28	8.08921604348016E-23
ENSG00000139154	AEBP2	TCGA-THYM	1.1336034388293E-53	6.19828287472771E-48
ENSG00000173917	HOXB2	TCGA-THYM	1.54798009292328E-74	8.46399911268315E-69
ENSG00000196290	NIF3L1	TCGA-THYM	2.94257434603713E-44	1.60893197320314E-38
ENSG00000133065	SLC41A1	TCGA-THYM	7.48037556748715E-37	4.09009731166392E-31
ENSG00000111796	KLRB1	TCGA-THYM	1.79672494545649E-64	9.82407875501864E-59
ENSG00000128463	EMC4	TCGA-THYM	5.15308046754161E-53	2.817585878801E-47
ENSG00000124802	EEF1E1	TCGA-THYM	2.39387204273763E-62	1.30891417391195E-56
ENSG00000118094	TREH	TCGA-THYM	2.77919231966194E-78	1.5195984389678E-72
ENSG00000071677	PRLH	TCGA-THYM	3.18207263974652E-53	1.73988413174268E-47
ENSG00000205726	ITSN1	TCGA-THYM	1.16140654067675E-11	6.35030384091614E-06
ENSG00000113303	BTNL8	TCGA-THYM	1.6376970519969E-117	8.95455080999711E-112
ENSG00000225950	NTF4	TCGA-THYM	4.3615205286546E-55	2.38477911009618E-49
ENSG00000198931	APRT	TCGA-THYM	4.28758838337061E-14	2.34435471349423E-08
ENSG00000129355	CDKN2D	TCGA-THYM	4.87863573952612E-38	2.66752581375087E-32
ENSG00000146263	MMS22L	TCGA-THYM	2.90517838964829E-96	1.58848472435672E-90
ENSG00000104522	TSTA3	TCGA-THYM	3.31585664357451E-51	1.81303414800374E-45
ENSG00000114439	BBX	TCGA-THYM	8.08972404980383E-53	4.42327504677959E-47
ENSG00000241360	PDXP	TCGA-THYM	4.53585755547199E-59	2.48010258660831E-53
ENSG00000136827	TOR1A	TCGA-THYM	1.11492498095395E-77	6.09615336311056E-72
ENSG00000111913	FAM65B	TCGA-THYM	3.92358534369E-34	2.14532622346679E-28
ENSG00000162430	SEPN1	TCGA-THYM	1.27390733176014E-66	6.96543229137813E-61
ENSG00000105176	URI1	TCGA-THYM	7.56588884622229E-70	4.13685400567089E-64
ENSG00000144785	RP11-977G19.10	TCGA-THYM	1.51779009027381E-54	8.29892712189645E-49
ENSG00000076662	ICAM3	TCGA-THYM	5.31954054469633E-66	2.90860242040742E-60
ENSG00000162869	PPP1R21	TCGA-THYM	2.87768246959208E-38	1.57345058767615E-32
ENSG00000163749	CCDC158	TCGA-THYM	4.59906709192921E-74	2.51466410732378E-68
ENSG00000100926	TM9SF1	TCGA-THYM	2.58338072503433E-76	1.4125331626921E-70
ENSG00000160190	SLC37A1	TCGA-THYM	6.98281988113896E-57	3.81804530614952E-51
ENSG00000141854	hsa-mir-1199	TCGA-THYM	6.48253359056491E-73	3.54450026904831E-67
ENSG00000134748	PRPF38A	TCGA-THYM	9.895523074834E-57	5.41064442028851E-51
ENSG00000204065	TCEAL5	TCGA-THYM	1.18706787480855E-60	6.49061411384193E-55
ENSG00000172985	SH3RF3	TCGA-THYM	9.27450481472948E-38	5.07108591908334E-32
ENSG00000090530	LEPREL1	TCGA-THYM	2.83052461043528E-78	1.54766575491997E-72
ENSG00000175518	UBQLNL	TCGA-THYM	5.85834422878171E-18	3.20320788238058E-12
ENSG00000140943	MBTPS1	TCGA-THYM	5.19249001901869E-84	2.83913411512898E-78
ENSG00000113580	NR3C1	TCGA-THYM	5.43802316030706E-08	0.02973385989523210
ENSG00000100296	THOC5	TCGA-THYM	1.09996072214831E-50	6.01433223774085E-45
ENSG00000063978	RNF4	TCGA-THYM	4.8603799816072E-116	2.65754398520324E-110
ENSG00000184702	SEPT5	TCGA-THYM	3.23538348526986E-12	1.7690332759254E-06
ENSG00000102738	MRPS31	TCGA-THYM	7.38052468292241E-73	4.03550114455427E-67
ENSG00000174720	LARP7	TCGA-THYM	1.54387288927278E-122	8.44154186777902E-117
ENSG00000164463	CREBRF	TCGA-THYM	2.15667708788266E-107	1.17922142808122E-101
ENSG00000204300	TMEM225	TCGA-THYM	8.76306550404866E-71	4.79144266710722E-65
ENSG00000133958	UNC79	TCGA-THYM	7.4250473405975E-73	4.05984510974988E-67
ENSG00000167676	PLIN4	TCGA-THYM	1.52478643105381E-18	8.33718150412309E-13
ENSG00000120899	PTK2B	TCGA-THCA	1.89056293948185E-09	0.001033716332361070
ENSG00000169221	TBC1D10B	TCGA-THYM	1.11139647455046E-75	6.07686030165278E-70
ENSG00000125447	GGA3	TCGA-THYM	2.18188045372862E-40	1.19300204884837E-34
ENSG00000084623	EIF3I	TCGA-THYM	5.16277036696692E-73	2.82288409293907E-67
ENSG00000167723	TRPV3	TCGA-THYM	5.11535259152529E-21	2.79695714393643E-15
ENSG00000249931	GOLGA8K	TCGA-THYM	1.28363303858015E-66	7.01861021935741E-61
ENSG00000163884	KLF15	TCGA-THYM	5.20138116843118E-44	2.84399559113129E-38
ENSG00000148344	PTGES	TCGA-THYM	4.25505395811495E-58	2.32656563805622E-52
ENSG00000123505	AMD 1.00	TCGA-THYM	3.73447729601179E-12	2.04192629248144E-06
ENSG00000105409	ATP1A3	TCGA-THYM	1.09440846353001E-71	5.98397376463551E-66
ENSG00000168297	PXK	TCGA-THYM	2.38391455073559E-43	1.30346964630756E-37
ENSG00000012174	MBTPS2	TCGA-THYM	4.59417201372078E-28	2.5119875911462E-22
ENSG00000234965	SHISA8	TCGA-THYM	1.91173472789075E-78	1.04529257931192E-72
ENSG00000155097	ATP6V1C1	TCGA-THYM	3.92973091804029E-29	2.14868648217332E-23
ENSG00000166091	CMTM5	TCGA-THYM	7.88695927412859E-29	4.31240793103021E-23
ENSG00000138279	ANXA7	TCGA-THYM	6.11306278434097E-55	3.3424821300336E-49
ENSG00000197826	C4orf22	TCGA-THYM	4.04660587339283E-124	2.21259101963611E-118
ENSG00000164040	PGRMC2	TCGA-THYM	1.03780072941221E-79	5.6744556942582E-74
ENSG00000172667	ZMAT3	TCGA-THYM	1.04324067737137E-33	5.70420007851086E-28
ENSG00000134453	RBM17	TCGA-THYM	3.43896419995445E-73	1.88034652835849E-67
ENSG00000153037	SRP19	TCGA-THYM	4.27660454012325E-45	2.33834900063497E-39
ENSG00000175063	UBE2C	TCGA-THYM	3.00153107284469E-36	1.6411681554168E-30
ENSG00000152705	CATSPER3	TCGA-THYM	2.79859437198621E-55	1.5302070349315E-49
ENSG00000051180	RAD51	TCGA-THYM	1.03310695649214E-88	5.64879122349901E-83
ENSG00000171488	LRRC8C	TCGA-THYM	4.28734467210788E-69	2.34422145778113E-63
ENSG00000166482	MFAP4	TCGA-THYM	3.27006860007415E-74	1.78799829894275E-68
ENSG00000154957	ZNF18	TCGA-THYM	3.53616952253804E-77	1.93349616302478E-71
ENSG00000111727	HCFC2	TCGA-THYM	1.35601672535496E-39	7.41438757039408E-34
ENSG00000073792	IGF2BP2	TCGA-THYM	1.12615091496634E-71	6.15753418832549E-66
ENSG00000164749	HNF4G	TCGA-THYM	7.84524450745992E-70	4.28959925605542E-64
ENSG00000125107	CNOT1	TCGA-THYM	1.18459737000229E-34	6.4771059617774E-29
ENSG00000184863	RBM33	TCGA-THYM	1.96043826848206E-67	1.07192255512582E-61
ENSG00000166913	YWHAB	TCGA-THYM	2.45092642715038E-46	1.340110199058E-40
ENSG00000158615	PPP1R15B	TCGA-THYM	1.39519956375966E-20	7.62863031873815E-15
ENSG00000128573	FOXP2	TCGA-THYM	2.27293691909266E-63	1.24278962981073E-57
ENSG00000160182	TFF1	TCGA-UCEC	1.83223202938901E-08	0.010018223323332300
ENSG00000100350	FOXRED2	TCGA-THYM	2.32933026175259E-49	1.27362421253029E-43
ENSG00000203667	COX20	TCGA-THYM	5.39624946738772E-57	2.95054509502985E-51
ENSG00000082213	C5orf22	TCGA-THYM	4.65028219690989E-127	2.5426673487798E-121
ENSG00000277224	H2BC7	TCGA-THYM	3.47648744654808E-74	1.90086337656122E-68
ENSG00000197355	UAP1L1	TCGA-THYM	7.88510464060342E-73	4.31139386007521E-67
ENSG00000137727	ARHGAP20	TCGA-THYM	8.09956796355286E-88	4.42865747240754E-82
ENSG00000183347	GBP6	TCGA-THYM	4.59726072380712E-16	2.51367642678108E-10
ENSG00000153404	PLEKHG4B	TCGA-THYM	2.01972414386711E-16	1.10433870821123E-10
ENSG00000143105	KCNA10	TCGA-THYM	1.93079080682183E-11	1.05571200498162E-05
ENSG00000237440	ZNF737	TCGA-THYM	4.54519160976086E-67	2.48520623281021E-61
ENSG00000239305	RNF103	TCGA-THYM	6.95521352831565E-69	3.80295078737184E-63
ENSG00000101384	JAG1	TCGA-THYM	5.41681878333931E-63	2.96179192389792E-57
ENSG00000138617	PARP16	TCGA-THYM	5.3018046637274E-61	2.89890484861888E-55
ENSG00000117971	CHRNB4	TCGA-THYM	2.39768639802182E-44	1.31099977565118E-38
ENSG00000132382	MYBBP1A	TCGA-THYM	1.0584219741339E-69	5.7872079175101E-64
ENSG00000140105	WARS	TCGA-THYM	9.13581037582784E-10	4.99525098986402E-04
ENSG00000197928	ZNF677	TCGA-THYM	5.04570235068792E-60	2.75887399420209E-54
ENSG00000171657	GPR82	TCGA-THYM	5.29744218086676E-08	0.028965195433277800
ENSG00000126890	CTAG2	TCGA-THYM	8.62193926368719E-71	4.71427808478109E-65
ENSG00000133773	CCDC59	TCGA-THYM	1.05785807275229E-56	5.78412463445281E-51
ENSG00000157890	MEGF11	TCGA-THYM	1.1574650914748E-56	6.32875290321317E-51
ENSG00000225697	SLC26A6	TCGA-THYM	1.21347695408313E-19	6.63501288522711E-14
ENSG00000231389	HLA-DPA1	TCGA-THYM	6.49669242968154E-68	3.55224199662398E-62
ENSG00000105829	BET1	TCGA-THYM	2.33529838044131E-93	1.27688744256256E-87
ENSG00000261796	ISY1-RAB43	TCGA-THYM	8.70143220739392E-63	4.75774299806222E-57
ENSG00000124233	SEMG1	TCGA-THYM	1.48500223378515E-09	8.11965066382345E-04
ENSG00000146006	LRRTM2	TCGA-THYM	1.12441362695113E-126	6.1480350970346E-121
ENSG00000102805	CLN5	TCGA-THYM	1.4989483562434E-85	8.19590485381699E-80
ENSG00000169696	ASPSCR1	TCGA-THYM	2.51572465371722E-70	1.37554037898554E-64
ENSG00000151461	UPF2	TCGA-THYM	2.22220007046943E-27	1.21504788793107E-21
ENSG00000181927	OR4P4	TCGA-THYM	2.35819749183832E-38	1.28940814999488E-32
ENSG00000109062	SLC9A3R1	TCGA-THYM	1.45998519644805E-124	7.98286325758277E-119
ENSG00000173950	XXYLT1	TCGA-THYM	1.22349975278483E-117	6.68981524328432E-112
ENSG00000180988	OR52N2	TCGA-THYM	2.49672576612674E-78	1.36515222422548E-72
ENSG00000186432	KPNA4	TCGA-THYM	1.09520941146709E-39	5.9883531637374E-34
ENSG00000170624	SGCD	TCGA-KIRP	7.17549858730755E-09	0.003923397591072260
ENSG00000114859	CLCN2	TCGA-THYM	2.25412126097407E-74	1.23250166071162E-68
ENSG00000124164	VAPB	TCGA-THYM	1.74313496886438E-10	9.53106108870757E-05
ENSG00000151718	WWC2	TCGA-THYM	1.27765720860508E-46	6.98593575549462E-41
ENSG00000188827	SLX4	TCGA-THYM	4.20188990045986E-74	2.29749675410374E-68
ENSG00000240403	KIR3DL2	TCGA-THYM	1.23048649384412E-73	6.72801713644604E-68
ENSG00000197948	FCHSD1	TCGA-THYM	1.33683278926368E-71	7.30949422015224E-66
ENSG00000161328	LRRC56	TCGA-THYM	4.01427405323312E-12	2.19491272400465E-06
ENSG00000215568	GAB4	TCGA-THYM	2.35582158742754E-75	1.28810906010887E-69
ENSG00000170561	IRX2	TCGA-THYM	6.31586358074102E-34	3.45336894108683E-28
ENSG00000070614	NDST1	TCGA-THYM	3.35277252126277E-12	1.83321890085849E-06
ENSG00000147439	BIN3	TCGA-THYM	3.83719086775747E-59	2.09808771109983E-53
ENSG00000108828	VAT1	TCGA-THYM	3.32900945064082E-79	1.82022580039304E-73
ENSG00000095059	DHPS	TCGA-THYM	8.91247524202073E-73	4.87313647540637E-67
ENSG00000188643	S100A16	TCGA-THYM	1.84397370085837E-70	1.00824240823424E-64
ENSG00000037637	FBXO42	TCGA-THYM	1.76959279421038E-110	9.6757263923997E-105
ENSG00000136891	TEX10	TCGA-THYM	6.98619103527852E-59	3.81988857569648E-53
ENSG00000109790	KLHL5	TCGA-THYM	4.94913803483654E-77	2.70607484727382E-71
ENSG00000115648	MLPH	TCGA-THYM	7.74355666597496E-69	4.23399868315179E-63
ENSG00000049759	NEDD4L	TCGA-KIRP	2.45887198837453E-08	0.01344454649187460
ENSG00000109846	CRYAB	TCGA-THYM	1.9963844311289E-80	1.09157709009937E-74
ENSG00000196787	HIST1H2AG	TCGA-THYM	4.45323423585986E-54	2.43492605578075E-48
ENSG00000145040	UCN2	TCGA-THYM	1.05645220375129E-44	5.77643766610521E-39
ENSG00000206177	HBM	TCGA-THYM	6.31604666050692E-62	3.45346904489199E-56
ENSG00000177511	ST8SIA3	TCGA-THYM	4.84502769128231E-46	2.64914970595627E-40
ENSG00000172264	MACROD2	TCGA-THYM	1.40706168057672E-52	7.69348964520699E-47
ENSG00000107882	SUFU	TCGA-THYM	4.42122805904037E-10	2.41742581443791E-04
ENSG00000139428	MMAB	TCGA-THYM	7.19756207226511E-31	3.9354613971869E-25
ENSG00000116747	TROVE2	TCGA-THYM	1.8169405352929E-63	9.93461295065846E-58
ENSG00000111344	RASAL1	TCGA-THYM	1.90848216831309E-62	1.04351415454373E-56
ENSG00000141448	GATA6	TCGA-THYM	1.08094474368243E-45	5.91035724116448E-40
ENSG00000268223	ARL14EPL	TCGA-THYM	2.53668259181339E-24	1.38699969750395E-18
ENSG00000132879	FBXO44	TCGA-THYM	6.72837884706922E-18	3.67892280086397E-12
ENSG00000175087	PDIK1L	TCGA-THYM	7.02458801115725E-32	3.84088315897653E-26
ENSG00000182489	XKRX	TCGA-THYM	2.30139722488442E-71	1.25835107043063E-65
ENSG00000122592	HOXA7	TCGA-THYM	3.25025901226791E-62	1.77716687195081E-56
ENSG00000204193	TXNDC8	TCGA-THYM	5.18543555891729E-33	2.83527689859812E-27
ENSG00000137642	SORL1	TCGA-THYM	1.05603517026116E-79	5.77415742289888E-74
ENSG00000177459	C8orf47	TCGA-THYM	1.71653319835385E-53	9.38560872596326E-48
ENSG00000198018	ENTPD7	TCGA-THYM	3.62149618357434E-65	1.98015081876623E-59
ENSG00000143183	TMCO1	TCGA-THYM	4.46687292216964E-60	2.44238337576515E-54
ENSG00000102226	USP11	TCGA-THYM	2.07538463813843E-73	1.13477258628742E-67
ENSG00000158163	DZIP1L	TCGA-THYM	1.16086853706812E-69	6.34736216092497E-64
ENSG00000180210	F2	TCGA-THYM	1.00178903215454E-75	5.47755201634362E-70
ENSG00000142279	WTIP	TCGA-THYM	2.71140344207369E-118	1.48253303984673E-112
ENSG00000095485	CWF19L1	TCGA-THYM	3.31745052380882E-38	1.81390564505662E-32
ENSG00000132855	ANGPTL3	TCGA-THYM	8.07562218399924E-61	4.41556447090055E-55
ENSG00000133243	BTBD2	TCGA-THYM	6.10675529802617E-33	3.33903334158885E-27
ENSG00000147003	TMEM27	TCGA-THYM	8.05938994320751E-38	4.40668905497717E-32
ENSG00000144959	NCEH1	TCGA-THYM	3.69034876464212E-64	2.01779782648473E-58
ENSG00000159788	RGS12	TCGA-THYM	1.7969505089399E-29	9.82531208426634E-24
ENSG00000130433	CACNG6	TCGA-THYM	3.89165577172355E-60	2.12786786789569E-54
ENSG00000112541	PDE10A	TCGA-THYM	1.39931900694379E-34	7.65115448659703E-29
ENSG00000143858	SYT2	TCGA-THYM	1.40162878492677E-10	7.66378382135906E-05
ENSG00000168675	LDLRAD4	TCGA-THYM	1.0215948852558E-74	5.58584586575509E-69
ENSG00000126106	TMEM53	TCGA-THYM	2.03628149547359E-76	1.11339188725056E-70
ENSG00000088305	DNMT3B	TCGA-THYM	8.08552137360179E-08	0.04420977120093870
ENSG00000187918	OR51I2	TCGA-THYM	7.52640103096536E-43	4.11526297650814E-37
ENSG00000130338	TULP4	TCGA-THYM	5.08487260905003E-25	2.78029139055855E-19
ENSG00000101251	SEL1L2	TCGA-THYM	7.3772097780628E-51	4.03368863081985E-45
ENSG00000189127	ANKRD34B	TCGA-THCA	1.69582812522501E-08	0.009272398148261540
ENSG00000189127	ANKRD34B	TCGA-THYM	4.11507925510836E-57	2.25003068987038E-51
ENSG00000173653	RCE1	TCGA-THYM	7.37452122579802E-66	4.03221859227816E-60
ENSG00000155465	SLC7A7	TCGA-THYM	4.62389995408206E-10	2.52824214519313E-04
ENSG00000121897	LIAS	TCGA-THYM	7.57633532771379E-102	4.14256590148136E-96
ENSG00000226600	CT47A9	TCGA-THYM	7.21517135117499E-24	3.94508974588141E-18
ENSG00000101109	STK4	TCGA-THYM	4.31452040547628E-69	2.3590805237451E-63
ENSG00000138079	SLC3A1	TCGA-THYM	4.11839673993125E-51	2.25184461426939E-45
ENSG00000135677	GNS	TCGA-THYM	1.38095772442304E-79	7.55075921686857E-74
ENSG00000214511	HIGD1C	TCGA-THYM	1.5744186754489E-75	8.60855920105922E-70
ENSG00000105193	RPS16	TCGA-THYM	4.38061516093015E-41	2.3952196158479E-35
ENSG00000158552	ZFAND2B	TCGA-THYM	1.64071185266545E-35	8.97103504664855E-30
ENSG00000102076	OPN1LW	TCGA-THYM	2.56073963654182E-76	1.40015353624942E-70
ENSG00000135476	ESPL1	TCGA-THYM	3.46666543650036E-14	1.89549292737336E-08
ENSG00000134201	GSTM5	TCGA-THYM	2.80048735368858E-34	1.53124207378778E-28
ENSG00000095713	CRTAC1	TCGA-THYM	5.58926580146996E-44	3.05608198713034E-38
ENSG00000115339	GALNT3	TCGA-THYM	1.44999511957302E-44	7.92823981494776E-39
ENSG00000169436	COL22A1	TCGA-THYM	1.37312125190043E-52	7.50791118750362E-47
ENSG00000137868	STRA6	TCGA-THYM	1.88194448094702E-64	1.02900395745877E-58
ENSG00000176165	FOXG1	TCGA-THYM	1.47808926511288E-70	8.08185214110627E-65
ENSG00000166192	SENP8	TCGA-THYM	8.47889420626967E-76	4.63606433742151E-70
ENSG00000170473	WIBG	TCGA-THYM	3.75299916404273E-52	2.05205362391779E-46
ENSG00000163608	C3orf17	TCGA-THYM	2.66138512683141E-76	1.4551841754935E-70
ENSG00000101951	PAGE4	TCGA-THYM	4.84001048946167E-71	2.64640641539638E-65
ENSG00000102362	SYTL4	TCGA-THYM	2.447082731557E-32	1.33800855471254E-26
ENSG00000137821	LRRC49	TCGA-THYM	2.82454069379456E-74	1.54439388693091E-68
ENSG00000198283	OR5B21	TCGA-THYM	6.2989439154219E-77	3.44411765724264E-71
ENSG00000170515	PA2G4	TCGA-THYM	4.04167733524389E-59	2.20989620833265E-53
ENSG00000198765	SYCP1	TCGA-THYM	2.33789955996666E-12	1.27830970769989E-06
ENSG00000233670	PIRT	TCGA-THYM	4.94663797182373E-75	2.70470787031986E-69
ENSG00000102096	PIM2	TCGA-THYM	6.4948495293457E-09	0.0035512343411070600
ENSG00000249158	PCDHA11	TCGA-THYM	1.82541219002674E-73	9.98093401026252E-68
ENSG00000004975	DVL2	TCGA-THYM	4.33715205502622E-62	2.37145498919107E-56
ENSG00000133687	TMTC1	TCGA-THYM	6.46696788449926E-52	3.53598929898285E-46
ENSG00000136153	LMO7	TCGA-THYM	1.9277422914995E-47	1.05404514691922E-41
ENSG00000180347	CCDC129	TCGA-THYM	1.77535470434501E-68	9.70723119177649E-63
ENSG00000091490	SEL1L3	TCGA-THYM	6.8367776664245E-63	3.73819278211459E-57
ENSG00000187082	DEFB106B	TCGA-THYM	5.45764003440604E-27	2.98411204509243E-21
ENSG00000147416	ATP6V1B2	TCGA-THYM	3.15640163403393E-46	1.72584781625217E-40
ENSG00000099917	MED15	TCGA-THYM	3.35336137310263E-32	1.83354087150094E-26
ENSG00000213316	LTC4S	TCGA-THYM	2.02558981187049E-61	1.10754592056511E-55
ENSG00000142675	CNKSR1	TCGA-THYM	5.17595832342276E-22	2.83009496420613E-16
ENSG00000135535	CD164	TCGA-THYM	1.89682644157186E-26	1.03714107124334E-20
ENSG00000135624	CCT7	TCGA-THYM	2.09629124280787E-75	1.14620383686876E-69
ENSG00000102174	PHEX	TCGA-THYM	4.01594342693467E-65	2.19582549914906E-59
ENSG00000185238	PRMT3	TCGA-THYM	2.69493499127047E-32	1.47352846972189E-26
ENSG00000164946	FREM1	TCGA-THYM	6.88483395359322E-35	3.76446885464384E-29
ENSG00000120948	TARDBP	TCGA-THYM	1.2763743041564E-59	6.97892112903725E-54
ENSG00000101413	RPRD1B	TCGA-THYM	3.94853750840692E-50	2.15896949323421E-44
ENSG00000133048	CHI3L1	TCGA-THYM	1.51140415332856E-67	8.26401028744528E-62
ENSG00000173598	NUDT4	TCGA-THYM	1.77986102479949E-20	9.7318707155679E-15
ENSG00000105983	LMBR1	TCGA-THYM	3.65633384033473E-77	1.9991992482167E-71
ENSG00000184178	SCFD2	TCGA-THYM	2.07399990000833E-25	1.13401544332685E-19
ENSG00000152430	BOLL	TCGA-THYM	1.96571278827015E-24	1.07480654123199E-18
ENSG00000175893	ZDHHC21	TCGA-THYM	1.38012501855838E-56	7.54620617272297E-51
ENSG00000257046	LST3	TCGA-THYM	2.23976018981718E-85	1.22464935730767E-79
ENSG00000159197	KCNE2	TCGA-THYM	4.4060468896629E-52	2.40912510018921E-46
ENSG00000167644	C19orf33	TCGA-THYM	1.41800667065121E-58	7.75333433358658E-53
ENSG00000111341	MGP	TCGA-THYM	2.42790010913309E-65	1.32751993797147E-59
ENSG00000130164	LDLR	TCGA-THYM	3.794992027118E-51	2.0750143556115E-45
ENSG00000187772	LIN28B	TCGA-THYM	3.25064882344436E-52	1.77738001173644E-46
ENSG00000133636	NTS	TCGA-THYM	6.6751003724051E-09	0.0036497913563225400
ENSG00000106263	EIF3B	TCGA-THYM	2.96478065017323E-16	1.62107386955977E-10
ENSG00000074660	SCARF1	TCGA-THYM	2.21235388895153E-44	1.20966422233925E-38
ENSG00000174405	LIG4	TCGA-THYM	2.07323102169973E-67	1.13359503835191E-61
ENSG00000152214	RIT2	TCGA-THYM	1.06404299528235E-74	5.817942368315E-69
ENSG00000185477	GPRIN3	TCGA-THYM	4.39140486291685E-43	2.40111917673109E-37
ENSG00000155096	AZIN1	TCGA-THYM	1.48224311665369E-127	8.10456444594552E-122
ENSG00000188032	C19orf67	TCGA-THYM	1.53774685228447E-40	8.40804610651547E-35
ENSG00000125657	TNFSF9	TCGA-THYM	1.10744284071478E-28	6.05524274117506E-23
ENSG00000198833	UBE2J1	TCGA-CESC	1.36378341242429E-08	0.007456854028951160
ENSG00000160808	MYL3	TCGA-THYM	1.89355319628148E-67	1.0353513360032E-61
ENSG00000167641	PPP1R14A	TCGA-THYM	2.94162803929616E-75	1.60841455444224E-69
ENSG00000132436	FIGNL1	TCGA-THYM	1.058359346638E-12	5.78686548476684E-07
ENSG00000065613	SLK	TCGA-THYM	3.66160824766869E-49	2.00208317283554E-43
ENSG00000165828	PRAP1	TCGA-THYM	1.58357347795868E-124	8.65861555557813E-119
ENSG00000137285	TUBB2B	TCGA-THYM	6.91975569612746E-40	3.78356326026149E-34
ENSG00000205884	DEFB136	TCGA-THYM	2.61117362266579E-116	1.42772967988033E-110
ENSG00000108433	GOSR2	TCGA-THYM	6.78212952610107E-44	3.70831243589297E-38
ENSG00000146731	CCT6A	TCGA-THYM	6.21309474792377E-14	3.39717730698551E-08
ENSG00000161204	ABCF3	TCGA-THYM	7.88340077478252E-74	4.31046222543326E-68
ENSG00000170085	SIMC1	TCGA-THYM	3.16805129750805E-63	1.73221758429756E-57
ENSG00000204347	BTBD17	TCGA-THYM	2.92507766938926E-75	1.59936519283565E-69
ENSG00000109991	P2RX3	TCGA-THYM	6.84833233549855E-41	3.74451060940689E-35
ENSG00000134253	TRIM45	TCGA-THYM	4.05035978138038E-60	2.21464357018382E-54
ENSG00000007350	TKTL1	TCGA-THYM	1.96978502123583E-113	1.07703314455627E-107
ENSG00000110497	AMBRA1	TCGA-THYM	1.75045272325486E-58	9.57107288663123E-53
ENSG00000130177	CDC16	TCGA-THYM	6.15854059127703E-73	3.36734834887668E-67
ENSG00000062096	ARSF	TCGA-THYM	2.21849228301933E-09	0.0012130205550324600
ENSG00000151577	DRD3	TCGA-THYM	5.87078676129497E-34	3.21001117298058E-28
ENSG00000243147	MRPL33	TCGA-THYM	2.13822660618286E-74	1.16913312904885E-68
ENSG00000149133	OR5F1	TCGA-THYM	1.03728275933404E-67	5.6716235530039E-62
ENSG00000083454	P2RX5	TCGA-THYM	2.91926215748405E-24	1.59618540468266E-18
ENSG00000148408	CACNA1B	TCGA-THYM	4.45818496821936E-21	2.43763300236808E-15
ENSG00000118985	ELL2	TCGA-THYM	1.87144548226214E-12	1.02326334645485E-06
ENSG00000166111	SVOP	TCGA-THYM	2.20005754853407E-40	1.20294086621481E-34
ENSG00000103005	USB1	TCGA-THYM	4.11209850824579E-74	2.24840088604311E-68
ENSG00000111319	SCNN1A	TCGA-THYM	6.07049200245674E-17	3.31920540562729E-11
ENSG00000119599	DCAF4	TCGA-THYM	3.607001860842E-08	0.01972225656465610
ENSG00000172409	CLP 1	TCGA-THYM	4.30687278535471E-78	2.35489898095789E-72
ENSG00000121957	GPSM2	TCGA-THYM	7.0562851631705E-09	0.0038582144326628800
ENSG00000176194	CIDEA	TCGA-THYM	8.29221990770592E-76	4.53399512447572E-70
ENSG00000160200	CBS	TCGA-THYM	1.12530242143799E-14	6.15289482086602E-09
ENSG00000099326	MZF1	TCGA-LIHC	5.44631808753135E-08	0.02977921464946130
ENSG00000182287	AP1S2	TCGA-THYM	1.59157296600402E-94	8.7023549163278E-89
ENSG00000138385	SSB	TCGA-THYM	2.51080425573714E-78	1.37285001853919E-72
ENSG00000133101	CCNA1	TCGA-THYM	1.54906640646359E-56	8.46993882526942E-51
ENSG00000182986	ZNF320	TCGA-THYM	1.872573756816E-32	1.02388026103058E-26
ENSG00000087116	ADAMTS2	TCGA-THYM	5.43095270699316E-43	2.9695200282716E-37
ENSG00000177628	GBA	TCGA-THYM	8.95459561408891E-62	4.89616692608469E-56
ENSG00000197487	GALP	TCGA-THYM	5.51040376769974E-75	3.01296204089156E-69
ENSG00000154079	C6orf57	TCGA-THYM	8.86440158564938E-70	4.84685090579661E-64
ENSG00000126787	DLGAP5	TCGA-THYM	1.91009670576455E-91	1.04439694648782E-85
ENSG00000173702	MUC13	TCGA-THYM	2.49478635083195E-75	1.36409179654884E-69
ENSG00000116771	AGMAT	TCGA-THYM	1.3851096076659E-42	7.57346075950735E-37
